,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1
94,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,01/12/2022,H,AUTHENTIC 13 E STATE 5H,Cactus 156,OIL & GAS,"FORD, WEST",WOLFCAMP,"15,000 ft",2022-01-03,42-109-33784,31.9539589 / -104.1138807,1500,2021-09-22,42,109,,,,,
95,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,01/12/2022,H,AUTHENTIC 13 C STATE 3H,H&P 499,OIL & GAS,"FORD, WEST",WOLFCAMP,"15,000 ft",2022-01-04,42-109-33782,31.9536558 / -104.1233147,1500,2021-09-22,42,109,,,,,
96,Permian - Delaware,CONOCOPHILLIPS COMPANY,TX,CULBERSON,01/12/2022,H,YAHTZEE 1H,Nabors 891,OIL & GAS,"FORD, WEST",WOLFCAMP,"10,500 ft",2022-01-09,42-109-33762,31.9572221 / -104.0393259,1500,2021-08-12,42,109,,,,,
97,Permian - Delaware,CPB WATER LLC,TX,CULBERSON,01/12/2022,D,CLAWDIA 2,United 52,INJECTION,FORD,DELAWARE,"6,300 ft",2021-12-21,42-109-33815,31.9975166 / -104.0784917,700,2021-12-20,42,109,,,,,
98,Anadarko,CONTINENTAL RESOURCES INC,OK,CUSTER,01/12/2022,H,SCHROCK 2-14-23-26XHM,H&P 544,OIL & GAS, ,MISSISSIPPIAN, ,2021-12-04,35-039-22597,35.6790662 / -98.6207056,1500,2021-11-04,35,39,,,,,
99,Anadarko,CONTINENTAL RESOURCES INC,OK,CUSTER,01/12/2022,H,SCHROCK 3-14-23-26XHM,H&P 529,OIL & GAS, ,MISSISSIPPIAN, ,2021-11-23,35-039-22598,35.6924827 / -98.661406,1500,2021-11-04,35,39,,,,,
100,Anadarko,CRAWLEY PETROLEUM CORPORATION,OK,CUSTER,01/12/2022,H,CAMPBELL UNIT 4-6MHX,Cactus 126,OIL & GAS, ,MISSISSIPPIAN,"23,110 ft",2021-11-13,35-039-22596,35.7248571 / -98.8400242,1400,2021-10-20,35,39,,,,,
101,Barnett,"GHA BARNETT, LLC",TX,DALLAS,01/12/2022,H,APPALOOSA 13H,Ensign T135,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2022-01-07,42-113-30289,32.7769915 / -97.0218181,1500,2021-10-05,42,113,,,,,
102,Haynesville,"CHESAPEAKE OPERATING, L.L.C",LA,DE SOTO,01/12/2022,H,HA RA SUK;WANSLEY25&36-12-13HC 002-ALT,Nabors B11,GAS,RED RIVER-BULL BAYOU,HAYNESVILLE,"22,059 ft",2021-12-26,17-031-27064,32.0010972 / -93.6568039,1500,2021-11-18,17,31,,,,,
103,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,01/12/2022,H,HA RA SUE;SUS FORESTS 14-11 HC 002-ALT,Patterson 279,GAS,GRAND CANE,HAYNESVILLE,"25,000 ft",2021-12-25,17-031-27056,32.019245 / -93.7793972,1500,2021-10-05,17,31,,,,,
104,Haynesville,"EXCO OPERATING COMPANY, LP",LA,DE SOTO,01/12/2022,H,HA RA SUSV;BRAZZEL 7-6 HC 001-ALT,Nabors X33,GAS,KINGSTON,HAYNESVILLE,"24,000 ft",2022-01-02,17-031-27052,32.2084769 / -93.7354722,1500,2021-09-22,17,31,,,,,
105,Haynesville,"GEP HAYNESVILLE II, LLC",LA,DE SOTO,01/12/2022,H,EISWERTH 17-8 HC 001,H&P 528,GAS,SPIDER,NON-UNITIZED HAYNESVILLE,"23,000 ft",2021-12-15,17-031-27059,31.9337854 / -93.7257103,1500,2021-10-12,17,31,,,,,
106,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,01/12/2022,H,HA RA SUU;BEN H LAND 17-20 HC 001-ALT,H&P 506,GAS,HOLLY,HAYNESVILLE,"22,800 ft",2022-01-04,17-031-27067,32.2086544 / -93.8262979,1500,2021-12-02,17,31,,,,,
107,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,01/12/2022,H,JUR RA SUB;MARY G 21-28 HC 001,H&P 523,GAS,BRUSHY BAYOU,JUR,"24,000 ft",2021-12-11,17-031-27046,31.9338506 / -93.607853,1500,2021-09-21,17,31,,,,,
108,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,01/12/2022,H,JUR RA SUB;MARY G 21-28 HC 003-ALT,H&P 444,GAS,BRUSHY BAYOU,JUR,"24,000 ft",2022-01-06,17-031-27048,31.9348973 / -93.6080567,1500,2021-09-21,17,31,,,,,
109,Haynesville,GOODRICH PETROLEUM COMPA,LA,DE SOTO,01/12/2022,H,HA RA SU93;LATTIN 3&34 HC 002-ALT,Basin 101,GAS,CASPIANA,HAYNESVILLE,"23,000 ft",2022-01-05,17-031-27077,32.3105495 / -93.6790466,1000,2021-12-16,17,31,,,,,
110,Haynesville,INDIGO MINERALS LLC,LA,DE SOTO,01/12/2022,H,HA RA SUDD;BGLY 28&21-14-16 HC 003-ALT,Independence 209,GAS,BETHANY LONGSTREET,HAYNESVILLE,"24,500 ft",2021-12-14,17-031-27043,32.1687945 / -94.0119797,1500,2021-08-19,17,31,,,,,
111,Haynesville,"PETRO-CHEM OPERATING COMPANY, INC.",LA,DE SOTO,01/12/2022,D,PET RA SU99;RAWLS 001,Sewell 4,GAS,CASPIANA,PETTET,"6,727 ft",2021-12-28,17-031-27061,32.1345407 / -93.6025037, ,2021-11-01,17,31,,,,,
112,Haynesville,VINE OIL & GAS LP,LA,DE SOTO,01/12/2022,H,HA RA SUJ;HARTZ 4-33 HC 001-ALT,Cactus 165,GAS,TRENTON,HAYNESVILLE,"22,000 ft",2022-01-05,17-031-26998,31.965698 / -93.7041628,1500,2021-04-20,17,31,,,,,
113,DJ Basin,"MURFIN DRILLING CO., INC.",KS,DECATUR,01/12/2022,V,SLAB CITY 1-20,Murfin 7,OIL,JENNINGS NORTHEAST,LANSING,"3,700 ft",2022-01-11,15-039-21277,39.6929812 / -100.2732253,400,2022-01-06,15,39,,,,,
114,Anadarko,COMANCHE EXPLORATION CO LLC,OK,DEWEY,01/12/2022,H,EVANS 18-7-1H,Atlas 7,OIL & GAS, ,MISSISSIPPIAN,"15,479 ft",2021-12-22,35-043-23737,36.0429326 / -98.7317712,1000,2021-12-14,35,43,,,,,
115,Eagleford,BURLINGTON RESOURCES O & G CO LP,TX,DEWITT,01/12/2022,H,C.W. HAHN UNIT A 3,H&P 256,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"17,000 ft",2022-01-04,42-123-35050,29.0654939 / -97.6552423,1500,2020-11-10,42,123,,,,,
116,Eagleford,ENSIGN OPERATING LLC,TX,DEWITT,01/12/2022,H,AFFLERBACH 01 - R01 - M01 C 03H,H&P 372,OIL & GAS,DE WITT,EAGLE FORD SHALE,"25,000 ft",2022-01-06,42-123-35121,29.023479 / -97.5368693,1500,2021-10-21,42,123,,,,,
117,Eagleford,"HURD ENTERPRISES, LTD.",TX,DEWITT,01/12/2022,V,COOK-KAISER GU 1,LAUSON 4,OIL & GAS,"SAWFISH,WILDCAT",WILCOX,"11,000 ft",2022-01-09,42-123-35124,29.2027813 / -97.1616946,1000,2021-11-22,42,123,,,,,
118,Eagleford,"REPSOL OIL & GAS USA, LLC",TX,DEWITT,01/12/2022,H,SEILER-GANO (SA) B1 B 1H,Precision 568,OIL & GAS,SUGARKANE,EAGLE FORD,"15,000 ft",2021-12-31,42-123-34828,28.9772896 / -97.6054006,1500,2019-06-10,42,123,,,,,
119,Eagleford,"ROSEWOOD RESOURCES, INC.",TX,DEWITT,01/12/2022,H,YORKTOWN 2H,Nabors 1202,GAS,DE WITT,EAGLE FORD SHALE,"14,350 ft",2022-01-01,42-123-35127,29.0034442 / -97.526367, ,2021-12-03,42,123,,,,,
120,Barnett,"CANAN MOWREY OPERATING, LLC",TX,DICKENS,01/12/2022,V,BULL RUN 2,Blue Line 3,OIL & GAS,"DALWOOD,TRIFECTA,WILDCAT","CROTON LIME, STOCKWETHER LIME, TANNEHILL, WOODS LIME","7,200 ft",2022-01-08,42-125-31400,33.4331454 / -100.9166393,400,2022-01-03,42,125,,,,,
121,Eagleford,"CML EXPLORATION, LLC",TX,DIMMIT,01/12/2022,H,DRINKARD 1,Patterson 233,OIL & GAS,PEARSALL,AUSTIN CHALK,"6,515 ft",2021-12-03,42-127-38426,28.5863644 / -99.6842694,1500,2021-10-13,42,127,,,,,
122,Eagleford,"CRIMSON ENERGY PARTNERS IV, LLC",TX,DIMMIT,01/12/2022,H,BOWMAN C234 1H,Ensign T132,OIL & GAS,BRISCOE RANCH,EAGLEFORD,"8,000 ft",2022-01-01,42-127-38455,28.5737316 / -99.5113763,1500,2021-12-22,42,127,,,,,
123,Eagleford,"GRIT OIL & GAS MANAGEMENT, LLC",TX,DIMMIT,01/12/2022,H,HAMILTON RANCH B 217H,Savanna 654,OIL,HUGH FITZSIMMONS,SAN MIGUEL,"3,200 ft",2021-12-30,42-127-38452,28.4353044 / -100.077367,1200,2021-12-09,42,127,,,,,
124,Uintah,"EP ENERGY E&P COMPANY, L.P.",UT,DUCHESNE,01/12/2022,H,PRESBYTERY 9-15-16-C4-3H,Nabors X18,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"21,141 ft",2021-12-31,43-013-54189,40.224247 / -110.311676,1500,2021-10-20,43,13,,,,,
125,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,01/12/2022,H,KUSHMAUL 9-10-9-C4-3H,Nabors B29,OIL,ALTAMONT,UTELAND BUTTE,"20,307 ft",2022-01-09,43-013-54048,40.2359891 / -110.3121328,1500,2020-10-21,43,13,,,,,
126,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,01/12/2022,H,GRIZZLY RIDGE 1-22-21-C4-1H,Nabors X26,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"20,164 ft",2022-01-05,43-013-54191,40.2128587 / -110.3116044,1500,2021-11-02,43,13,,,,,
127,Uintah,"OVINTIV PRODUCTION, INC.",UT,DUCHESNE,01/12/2022,H,POWELL UT 1-12 4-3-6-5-1H,H&P 522,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"18,347 ft",2022-01-04,43-013-54176,40.1574433 / -110.2788586,1500,2021-11-02,43,13,,,,,
128,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,01/12/2022,H,FLAMING DRAGON 86-2526-23V,H&P 520,OIL,BLUEBELL,GREEN RIVER - LOWER,"19,126 ft",2022-01-04,43-013-54173,40.2781014 / -110.15881,1500,2021-09-16,43,13,,,,,
129,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,01/12/2022,H,SHAKE 61-2413-22R,Frontier 16,OIL,BLUEBELL,UTELAND BUTTE,"20,384 ft",2021-12-30,43-013-54130,40.2865168 / -110.0584833,2000,2021-05-28,43,13,,,,,
130,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,01/12/2022,H,FLAMING DRAGON 70-2526-23G,H&P 524,OIL,BLUEBELL,GREEN RIVER - LOWER,"20,736 ft",2021-12-30,43-013-54168,40.2784172 / -110.1581723,1500,2021-09-16,43,13,,,,,
131,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,01/12/2022,H,THORP FEDERAL 4-28H,Nabors B01,UNKNOWN,LITTLE KNIFE, , ,2022-01-09,33-025-04331,47.627172 / -103.0530669,1500,2021-08-25,33,25,,,,,
132,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,01/12/2022,H,BANG 11-4H1,Nabors B06,UNKNOWN,CEDAR COULEE, , ,2022-01-03,33-025-04374,47.4893046 / -102.9099656,1500,2021-10-11,33,25,,,,,
133,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,01/12/2022,H,FLINT CHIPS FEDERAL 2-5HSL,Cyclone 38,CONFIDENTIAL,BIG GULCH, , ,2022-01-04,33-025-04163,47.5731828 / -102.9380625,1500,2021-02-08,33,25,,,,,
134,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,01/12/2022,H,FLINT CHIPS FEDERAL 10-5H,H&P 454,CONFIDENTIAL,CEDAR COULEE, , ,2022-01-11,33-025-04181,47.5731432 / -102.9366229,1500,2021-02-09,33,25,,,,,
135,Bakken,ENERPLUS RESOURCES USA CORPORATION,ND,DUNN,01/12/2022,H,BLUEGILL 149-94-36C-25H-TF,True 40,OIL & GAS,SQUAW CREEK,BAKKEN,"21,705 ft",2022-01-03,33-025-03920,47.6717445 / -102.6500083,1500,2020-12-08,33,25,,,,,
136,Bakken,HUNT OIL COMPANY,ND,DUNN,01/12/2022,,HALLIDAY 145-93-15-22H 6,H&P 640,UNKNOWN, , , ,2021-12-24,33-025-04349,47.3874054 / -102.5108948,1500, ,33,25,,,,,
137,Bakken,MARATHON OIL COMPANY,ND,DUNN,01/12/2022,H,SEASE 34-8TFH,H&P 259,OIL & GAS,BAILEY,BAKKEN,"21,127 ft",2022-01-11,33-025-04404,47.4723423 / -102.5588751,1500,2021-12-17,33,25,,,,,
138,Bakken,MARATHON OIL COMPANY,ND,DUNN,01/12/2022,H,WALKER 14-31H,H&P 535,OIL & GAS,BAILEY,BAKKEN,"21,185 ft",2022-01-11,33-025-04396,47.414664 / -102.5820279,1500,2021-11-24,33,25,,,,,
139,Bakken,MARATHON OIL COMPANY,ND,DUNN,01/12/2022,H,STATE RANDIE 44-36H,Nabors X10,OIL & GAS,BAILEY,BAKKEN,"20,858 ft",2022-01-01,33-025-04387,47.41735 / -102.5955344,1500,2021-11-18,33,25,,,,,
140,Bakken,"WPX ENERGY WILLISTON, LLC",ND,DUNN,01/12/2022,H,HALL 14-15HIL,Nabors B18,UNKNOWN,MCGREGORY BUTTES, , ,2022-01-06,33-025-04313,47.6447592 / -102.6137364,1500,2021-08-12,33,25,,,,,
141,Gulf Coast,"KILLAM OIL CO., LTD.",TX,DUVAL,01/12/2022,V,DUVAL COUNTY RANCH 578 1,Wisco Moran 7,GAS,RICH HURT,"WX. 2ND HINNANT, WX. 4TH HINNANT, WX. GUERRA","11,000 ft",2022-01-03,42-131-39660,27.7824877 / -98.6832524,750,2021-12-01,42,131,,,,,
142,Gulf Coast,"NYE EXPLORATION & PROD, L.L.C.",TX,DUVAL,01/12/2022,V,BARTON-SCHUBERT 1,Price 3,OIL & GAS,"A S O G,FIVE GATES,GUAJILLO, W.,STARR BRITE",FRIO,"5,500 ft",2022-01-01,42-131-39659,27.6360377 / -98.3246377,400,2021-11-30,42,131,,,,,
143,Gulf Coast,"SAFARI PRODUCTION COMPANY, INC.",TX,DUVAL,01/12/2022,V,MOBIL FEE 5,Energy 16,GAS,DESTINO,"LOWER HOUSE, SLICK B, WX. ""W"" SAND, WX. MIDDLE HOUSE, WX. RONNIE SD.","14,645 ft",2021-11-15,42-131-38234,27.7507883 / -98.6056827,2000,2021-11-03,42,131,,,,,
144,Offshore,ANADARKO PETROLEUM CORPORATION,GOM,EAST BREAKS,01/12/2022,,OCS-G 14205 A7,Blake 1007,UNKNOWN, , , ,2022-01-10,60-804-40202,27.3672676 / -94.467598,1000, ,60,804,,,,,
145,Permian - Midland,DIAMONDBACK E&P LLC,TX,ECTOR,01/12/2022,H,TOM SAWYER 43-6 A 6H,Unit 413,OIL & GAS,PEART,BARNETT,"13,000 ft",2022-01-01,42-135-43823,31.6712583 / -102.461405,1500,2021-08-04,42,135,,,,,
146,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,01/12/2022,H,TATIA 0310 D 103H,NorAm 25,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2022-01-04,42-135-43845,31.6888538 / -102.3132128,1800,2021-11-17,42,135,,,,,
147,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,01/12/2022,H,TATIA 0310 F 302H,NorAm 28,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2022-01-05,42-135-43843,31.6894649 / -102.31046,1900,2021-11-17,42,135,,,,,
148,Permian - Delaware,CHEVRON USA INCORPORATED,NM,EDDY,01/12/2022,H,CB MOTHMA 23 14 FEE 10 402H,Patterson 257,OIL,PURPLE SAGE,WOLFCAMP (GAS),"20,094 ft",2022-01-06,30-015-48349,32.2863302 / -104.0641689,1500,2021-05-20,30,15,,,,,
149,Permian - Delaware,COG OPERATING LLC,NM,EDDY,01/12/2022,H,SCOUT STATE COM 601H,Pioneer 84,GAS,PURPLE SAGE,WOLFCAMP,"24,892 ft",2021-12-19,30-015-46955,31.0585489 / -103.488464,1500,2020-04-03,30,15,,,,,
150,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,01/12/2022,H,DAWSON 34 FED COM 133H,H&P 510,OIL,"OLD MILLMAN RANCH,WINCHESTER","BONE SPRING, BS (ASSOC)","18,979 ft",2021-12-18,30-015-47705,32.6168687 / -104.1572679,1500,2020-11-20,30,15,,,,,
151,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,01/12/2022,H,SHAMROCK 34 FED COM 131H,Nabors M7506,OIL,"OLD MILLMAN RANCH,WINCHESTER","BONE SPRING, BS (ASSOC)","18,847 ft",2022-01-04,30-015-47708,32.6227501 / -104.1548062,1150,2020-11-20,30,15,,,,,
152,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,01/12/2022,H,TODD 36-25 STATE FED COM 718H,Nabors M7503,OIL,WC,WOLFCAMP,"22,346 ft",2021-12-27,30-015-47322,32.254134 / -103.7260979,1150,2020-08-11,30,15,,,,,
153,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,01/12/2022,H,COTTON DRAW UNIT 602H,Cactus 129,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,848 ft",2021-12-24,30-015-47300,32.1945397 / -103.7533651,2000,2020-07-17,30,15,,,,,
154,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,01/12/2022,H,TODD 36-25 STATE FED COM 627H,Cactus 135,OIL,WC,WOLFCAMP,"22,112 ft",2022-01-07,30-015-48064,32.2540891 / -103.729402,2000,2021-02-17,30,15,,,,,
155,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,01/12/2022,H,DIRE WOLF 12 FED 710H,Nabors 1206,OIL,PURPLE SAGE,WOLFCAMP,"18,383 ft",2022-01-06,30-015-47619,32.0533696 / -103.8377696, ,2020-10-30,30,15,,,,,
156,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,01/12/2022,H,GOLDEN GRAHAM 1 FED COM 725H,H&P 249,OIL,PURPLE SAGE,WOLFCAMP (GAS),"22,684 ft",2022-01-04,30-015-48320,32.0649394 / -104.0433247,1500,2021-05-12,30,15,,,,,
157,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,01/12/2022,H,JOE HOLLINGSWORTH FEE 136H,Patterson 810,OIL,SOUTH CULEBRA BLUFF,BONE SPRING,"18,423 ft",2021-12-30,30-015-49009,32.3830316 / -104.1003522,1500,2021-10-28,30,15,,,,,
158,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,01/12/2022,H,ACE STERN VEGAS FEE 22 21 224H,Patterson 297,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,148 ft",2022-01-01,30-015-49111,32.3741929 / -104.1001536,1500,2021-11-22,30,15,,,,,
159,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,01/12/2022,H,KEN WILSON 14 15 122H,Patterson 256,OIL,MALAGA,BONE SPRING,"18,800 ft",2022-01-01,30-015-48106,32.2197074 / -104.0504561,1500,2021-03-23,30,15,,,,,
160,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,01/12/2022,H,BUBBA BURTON 14 15 24S 28E 111H,Patterson 295,OIL,MALAGA,BONE SPRING,"17,775 ft",2022-01-06,30-015-48081,32.2241438 / -104.0500137,1500,2021-03-04,30,15,,,,,
161,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/12/2022,H,CHICAGO 9 8 WOHE FEE COM 002H,Patterson 594,GAS,PURPLE SAGE,WOLFCAMP (GAS),"19,578 ft",2021-12-30,30-015-47914,32.2340538 / -104.085187,1500,2021-01-12,30,15,,,,,
162,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/12/2022,H,BUFFALO TRACE 1 36 H3OB FEDERAL COM 2H,Patterson 597,GAS,SOUTH CORRAL CANYON,BONE SPRING,"19,802 ft",2021-12-22,30-015-46799,32.06301 / -103.9306036,1500,2020-02-28,30,15,,,,,
163,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/12/2022,H,ROCK SPUR 27 W2BO STATE 002H,Patterson 816,GAS,PURPLE SAGE,WOLFCAMP (GAS),"15,401 ft",2021-12-25,30-015-49096,32.195339 / -104.0741074,1500,2021-11-18,30,15,,,,,
164,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/12/2022,H,CHOLULA 12/11 W0IL FED COM 2H,Patterson 574,GAS,ALACRAN HILLS,WOLFCAMP (GAS),"19,638 ft",2022-01-09,30-015-48333,32.4911923 / -104.1351088,1200,2021-05-12,30,15,,,,,
165,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/12/2022,H,PHOENIX 21/22 B2FH FEDERAL COM 1H,Patterson 260,OIL,SANTO NINO,BONE SPRING,"20,435 ft",2022-01-10,30-015-49162,32.7413898 / -103.9920083,1500,2021-12-15,30,15,,,,,
166,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/12/2022,H,BOONDOCK 3 W0OB STATE COM 001H,Patterson 245,GAS,PURPLE SAGE,WOLFCAMP (GAS),"14,412 ft",2022-01-09,30-015-48733,32.1525197 / -104.0706194,1500,2021-07-28,30,15,,,,,
167,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/12/2022,H,SILVER BULLET 16/21 W1AP FED COM 1H,Patterson 809,GAS,PURPLE SAGE,WOLFCAMP GAS POOL,"20,006 ft",2022-01-01,30-015-48994,32.0484685 / -103.9849798,1500,2021-10-04,30,15,,,,,
168,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/12/2022,H,JOURNEY 11 B2MP FEE 001H,Patterson 560,OIL,NORTH MALAGA,BONE SPRING,"13,350 ft",2022-01-08,30-015-48095,32.228168 / -104.0660896,1500,2021-03-11,30,15,,,,,
169,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/12/2022,H,PRINCE 31 W1EH FED COM 4H,Patterson 270,GAS,PURPLE SAGE,WOLFCAMP (GAS),"14,419 ft",2022-01-02,30-015-48152,32.176667 / -104.0312583,1500,2021-04-19,30,15,,,,,
170,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,01/12/2022,H,OVATION FED COM 1318 236H,Frontier 19,GAS,PURPLE SAGE,WOLFCAMP (GAS),"21,115 ft",2021-12-21,30-015-49076,32.308455 / -104.0517255,1500,2021-10-21,30,15,,,,,
171,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,01/12/2022,H,OVATION FED COM 1318 132H,Frontier 20,OIL,SOUTH CULEBRA BLUFF,BONE SPRING,"19,854 ft",2022-01-01,30-015-49121,32.3108765 / -104.0507911,2000,2021-11-29,30,15,,,,,
172,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,01/12/2022,H,ASTRODOG FED COM 0809 232H,Precision 596,GAS,PURPLE SAGE,WOLFCAMP (GAS),"18,706 ft",2021-12-30,30-015-48696,32.3239378 / -104.0120632,1800,2021-07-01,30,15,,,,,
173,Permian - Delaware,OXY USA INCORPORATED,NM,EDDY,01/12/2022,H,PURE GOLD MDP1 29 17 FEDERAL COM 176H,H&P 479,OIL,WC-015 G-08 S233135D,WOLFCAMP,"24,220 ft",2022-01-06,30-015-45781,32.2699641 / -103.7944753,1500,2019-03-12,30,15,,,,,
174,Permian - Delaware,OXY USA INCORPORATED,NM,EDDY,01/12/2022,H,PURE GOLD MDP1 29 17 FEDERAL COM 008H,Citadel 2,OIL,INGLE WELLS,BONE SPRING,"22,944 ft",2022-01-06,30-015-45754,32.2695923 / -103.8003945, ,2019-02-22,30,15,,,,,
175,Permian - Delaware,OXY USA INCORPORATED,NM,EDDY,01/12/2022,H,PURE GOLD MDP1 29 17 FEDERAL COM 171H,Pioneer 82,OIL,WC-015 G-08 S233135D,WOLFCAMP,"24,207 ft",2021-12-27,30-015-45716,32.2700685 / -103.8053298,1500,2019-02-13,30,15,,,,,
176,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,EDDY,01/12/2022,H,CYPRESS 33 FED COM 244H,H&P 425,GAS,PURPLE SAGE,WOLFCAMP (GAS),"16,013 ft",2022-01-06,30-015-47844,32.2687608 / -103.9845121,1500,2020-12-17,30,15,,,,,
177,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,EDDY,01/12/2022,H,CYPRESS 33 FED COM 213H,H&P 466,GAS,PURPLE SAGE,WOLFCAMP (GAS),"15,400 ft",2022-01-06,30-015-47860,32.2683713 / -103.9850391,1500,2020-12-18,30,15,,,,,
178,Permian - Delaware,XTO PERMIAN OPERATING LLC.,NM,EDDY,01/12/2022,H,POKER LAKE UNIT 28-21 BS 156H,H&P 549,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,796 ft",2022-01-04,30-015-48958,32.1071164 / -103.7769103, ,2021-09-15,30,15,,,,,
179,Permian - Delaware,XTO PERMIAN OPERATING LLC.,NM,EDDY,01/12/2022,H,POKER LAKE UNIT 28_21 BS 103H,H&P 552,GAS,PURPLE SAGE,WOLFCAMP (GAS),"19,794 ft",2021-12-30,30-015-48960,32.1070951 / -103.7848138,1500,2021-09-16,30,15,,,,,
180,Northeast,SENECA RESOURCES CORP,PA,ELK,01/12/2022,H,SRC WT 2333 399HU 53361,Patterson 805,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"23,080 ft",2022-01-04,37-047-25108,41.5701005 / -78.442886,1500,2021-08-03,37,47,,,,,
181,Sedgwick,"CHOLLA PRODUCTION, LLC",KS,ELLIS,01/12/2022,V,PENNEY 2-14-15-20,Discovery 4,OIL,POST ROCK NORTH,"LKC, PAWNEE","3,800 ft",2021-12-17,15-051-27016,38.7414106 / -99.5107185,525,2021-12-08,15,51,,,,,
182,Anadarko,MEWBOURNE OIL COMPANY,OK,ELLIS,01/12/2022,H,MIKE 9/4 MD 1H,Patterson 576,OIL & GAS, ,CHEROKEE,"19,837 ft",2021-12-30,35-045-23848,36.1287384 / -99.8770295,1200,2021-11-05,35,45,,,,,
183,Gulf Coast,"ARENA OFFSHORE, LP",LA,EUGENE IS. OFFSHORE,01/12/2022,D,K008  ,White Fleet 350,OIL & GAS,EI238,C-15 FB-K7, ,2021-12-06,17-709-41304,28.5334121 / -91.4959107, ,2021-12-06,17,709,,,,,
184,Offshore,"ENVEN ENERGY VENTURES, LLC",GOM,EWING BANK,01/12/2022,D,A011  ,Nabors MODS 200,OIL & GAS,LOBSTER/OYSTER,BUL-1, ,2021-10-26,60-810-50050,28.1012345 / -90.2021891,2000,2021-11-08,60,810,,,,,
185,Eagleford,INEOS USA OIL & GAS LLC,TX,FAYETTE,01/12/2022,H,SVEC OL UNIT 3H,H&P 511,OIL,GIDDINGS,AUSTIN CHALK-3,"11,000 ft",2022-01-04,42-149-33507,29.8722865 / -96.9518567,1500,2020-06-01,42,149,,,,,
