,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
95,Permian - Midland,SEM OPERATING COMPANY LLC,TX,CROCKETT,01/03/2022,H,UNIVERSITY 40 2113WB,Precision 594,OIL & GAS,LIN,WOLFCAMP,"10,000 ft",2021-12-14,42-105-42507,31.0760629 / -101.1493956,1800,2021-11-09,42,105,,,,
96,Permian - Delaware,CHEVRON U. S. A. INC.,TX,CULBERSON,01/03/2022,H,HAY BLAKE 7/6 0043WD,Nabors X53,OIL & GAS,"FORD, WEST",WOLFCAMP,"12,000 ft",2021-12-27,42-109-33778,31.9660787 / -104.1012459, ,2021-09-08,42,109,,,,
97,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,01/03/2022,H,GO FOR GIN 27 STATE UNIT 2H,Unit 405,OIL & GAS,"FORD, WEST,SANDBAR","BONE SPRING, WOLFCAMP","15,000 ft",2021-12-27,42-109-33788,31.8193755 / -104.2624138,1500,2021-09-23,42,109,,,,
98,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,01/03/2022,H,AUTHENTIC 13 G STATE 7H,Cactus 156,OIL & GAS,"FORD, WEST",WOLFCAMP,"15,000 ft",2021-12-14,42-109-33786,31.9539124 / -104.1137551,1500,2021-10-01,42,109,,,,
99,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,01/03/2022,H,AUTHENTIC 13 D STATE 4H,H&P 499,OIL & GAS,"FORD, WEST",WOLFCAMP,"15,000 ft",2021-12-20,42-109-33783,31.9536525 / -104.1233118,1500,2021-09-22,42,109,,,,
100,Permian - Delaware,CONOCOPHILLIPS COMPANY,TX,CULBERSON,01/03/2022,H,DUST DEVIL 6H,Nabors 891,OIL & GAS,"FORD, WEST",WOLFCAMP,"18,000 ft",2021-12-19,42-109-33734,31.8672564 / -104.1009481,1500,2021-04-08,42,109,,,,
101,Anadarko,CONTINENTAL RESOURCES INC,OK,CUSTER,01/03/2022,H,SCHROCK 2-14-23-26XHM,H&P 544,OIL & GAS, ,MISSISSIPPIAN, ,2021-12-04,35-039-22597,35.694939 / -98.6571002,1500,2021-11-04,35,39,,,,
102,Anadarko,CONTINENTAL RESOURCES INC,OK,CUSTER,01/03/2022,H,SCHROCK 3-14-23-26XHM,H&P 529,OIL & GAS, ,MISSISSIPPIAN, ,2021-11-23,35-039-22598,35.6924845 / -98.6614083,1500,2021-11-04,35,39,,,,
103,Anadarko,CRAWLEY PETROLEUM CORPORATION,OK,CUSTER,01/03/2022,H,CAMPBELL UNIT 4-6MHX,Cactus 126,OIL & GAS, ,MISSISSIPPIAN,"23,110 ft",2021-11-13,35-039-22596,35.7248571 / -98.8400242,1400,2021-10-20,35,39,,,,
104,Barnett,"GHA BARNETT, LLC",TX,DALLAS,01/03/2022,H,APPALOOSA 14H,Ensign T135,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-17,42-113-30290,32.7769776 / -97.0217726,1500,2021-10-06,42,113,,,,
105,Permian - Midland,CALLON PETROLEUM OPERATING CO,TX,DAWSON,01/03/2022,H,CHAPARRAL UNIT A5 5AH,Cactus 162,OIL & GAS,SPRABERRY,TREND AREA,"8,900 ft",2021-12-25,42-115-33848,32.5259984 / -101.6887396,1500,2021-11-18,42,115,,,,
106,Haynesville,"CHESAPEAKE OPERATING, L.L.C",LA,DE SOTO,01/03/2022,H,HA RA SUK;WANSLEY25&36-12-13HC 002-ALT,Nabors B11,GAS,RED RIVER-BULL BAYOU,HAYNESVILLE,"22,059 ft",2021-12-26,17-031-27064,32.0011018 / -93.6567818,1500,2021-11-18,17,31,,,,
107,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,01/03/2022,H,HA RA SUE;SUS FORESTS 14-11 HC 002-ALT,Patterson 279,GAS,GRAND CANE,HAYNESVILLE,"25,000 ft",2021-12-25,17-031-27056,32.019245 / -93.7793972,1500,2021-10-05,17,31,,,,
108,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,01/03/2022,H,HA RA SUW;OLYMPIA MIN 28-33 HC 002-ALT,Patterson 269,GAS,SPIDER,HAYNESVILLE,"24,000 ft",2021-12-26,17-031-27045,32.0041547 / -93.8069707,1500,2021-08-27,17,31,,,,
109,Haynesville,"EXCO OPERATING COMPANY, LP",LA,DE SOTO,01/03/2022,H,HA RA SUSV;BRAZZEL 7-6 HC 001-ALT,Nabors X33,GAS,KINGSTON,HAYNESVILLE,"24,000 ft",2021-12-31,17-031-27052,32.2084648 / -93.7354643,1500,2021-09-22,17,31,,,,
110,Haynesville,"GEP HAYNESVILLE II, LLC",LA,DE SOTO,01/03/2022,H,EISWERTH 17-8 HC 001,H&P 528,GAS,SPIDER,NON-UNITIZED HAYNESVILLE,"23,000 ft",2021-12-15,17-031-27059,31.9338069 / -93.7257195,1500,2021-10-12,17,31,,,,
111,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,01/03/2022,H,JUR RA SUB;MARY G 21-28 HC 001,H&P 523,GAS,BRUSHY BAYOU,JUR,"24,000 ft",2021-12-11,17-031-27046,31.9338513 / -93.6078511,1500,2021-09-21,17,31,,,,
112,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,01/03/2022,H,JUR RA SUB;MARY G 21-28 HC 002-ALT,H&P 444,GAS,BRUSHY BAYOU,JUR,"24,000 ft",2021-11-26,17-031-27047,31.9348959 / -93.6080613,1500,2021-09-21,17,31,,,,
113,Haynesville,INDIGO MINERALS LLC,LA,DE SOTO,01/03/2022,H,HA RA SUDD;BGLY 28&21-14-16 HC 003-ALT,Independence 209,GAS,BETHANY LONGSTREET,HAYNESVILLE,"24,500 ft",2021-12-14,17-031-27043,32.1687908 / -94.0119853,1500,2021-08-19,17,31,,,,
114,Haynesville,VINE OIL & GAS LP,LA,DE SOTO,01/03/2022,H,HA RA SUJ;HARTZ 4-33 HC 002-ALT,Cactus 165,GAS,TRENTON,HAYNESVILLE,"22,000 ft",2021-12-10,17-031-26999,31.9657549 / -93.7041698,1500,2021-04-20,17,31,,,,
115,Anadarko,COMANCHE EXPLORATION CO LLC,OK,DEWEY,01/03/2022,H,EVANS 18-7-1H,Atlas 7,OIL & GAS, ,MISSISSIPPIAN,"15,479 ft",2021-12-22,35-043-23737,36.0429347 / -98.7317708,1000,2021-12-14,35,43,,,,
116,Eagleford,BURLINGTON RESOURCES O & G CO LP,TX,DEWITT,01/03/2022,H,"C.W, HAHN UNIT A 5",H&P 256,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"17,000 ft",2021-12-28,42-123-35053,29.0654667 / -97.6551975,1500,2020-11-10,42,123,,,,
117,Eagleford,ENSIGN OPERATING LLC,TX,DEWITT,01/03/2022,H,AFFLERBACH 01 - R01 - M01 A 01H,H&P 372,OIL & GAS,DE WITT,EAGLE FORD SHALE,"25,000 ft",2021-12-28,42-123-35119,29.0232999 / -97.536976,1500,2021-10-14,42,123,,,,
118,Eagleford,"REPSOL OIL & GAS USA, LLC",TX,DEWITT,01/03/2022,H,SEILER-GANO (SA) B2 B 2H,Precision 568,OIL & GAS,SUGARKANE,"AUSTIN CHALK, EAGLE FORD","15,000 ft",2021-12-18,42-123-34829,28.9772934 / -97.6054143,1500,2019-06-10,42,123,,,,
119,Eagleford,"ROSEWOOD RESOURCES, INC.",TX,DEWITT,01/03/2022,H,YORKTOWN 3H,Nabors 1202,GAS,DE WITT,EAGLE FORD SHALE,"14,350 ft",2021-12-29,42-123-35128,29.0034794 / -97.5263343, ,2021-12-03,42,123,,,,
120,Barnett,"SCHALK OIL COMPANY, INC.",TX,DICKENS,01/03/2022,V,BRINKMAN 2,Blue Line 3,OIL & GAS,"AFTER FIVE,WILDCAT",TANNEHILL,"5,200 ft",2021-12-26,42-125-31393,33.5372578 / -100.7649668,400,2021-08-24,42,125,,,,
121,Eagleford,"CML EXPLORATION, LLC",TX,DIMMIT,01/03/2022,H,DRINKARD 1,Patterson 233,OIL & GAS,PEARSALL,AUSTIN CHALK,"6,515 ft",2021-12-03,42-127-38426,28.5863644 / -99.6842694,1500,2021-10-13,42,127,,,,
122,Eagleford,"GRIT OIL & GAS MANAGEMENT, LLC",TX,DIMMIT,01/03/2022,H,HAMILTON RANCH B 417H,Savanna 654,OIL,HUGH FITZSIMMONS,SAN MIGUEL,"3,200 ft",2021-12-21,42-127-38453,28.4353112 / -100.0773229,1200,2021-12-09,42,127,,,,
123,Uintah,"CH4-FINLEY OPERATING, LLC",UT,DUCHESNE,01/03/2022,,RP TRIBAL 22N-31W-H7UB,Aztec 920,UNKNOWN, , , ,2021-12-23,43-013-53488,40.2015381 / -109.9853821,1000, ,43,13,,,,
124,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,01/03/2022,H,PRESBYTERY 8-15-16-C4-2H,Nabors X18,OIL,ALTAMONT,UTELAND BUTTE,"19,979 ft",2021-12-23,43-013-54058,40.224247 / -110.311676,1500,2021-01-19,43,13,,,,
125,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,01/03/2022,H,GRIZZLY RIDGE 15/16-22/21-C4-1H,Nabors X26,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"20,474 ft",2021-12-26,43-013-54193,40.2128657 / -110.3116038,1500,2021-11-02,43,13,,,,
126,Uintah,"OVINTIV PRODUCTION, INC.",UT,DUCHESNE,01/03/2022,H,MOON 1-12 4-3-7-8-7H,H&P 522,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"18,402 ft",2021-12-30,43-013-54177,40.1575398 / -110.278852,1500,2021-10-08,43,13,,,,
127,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,01/03/2022,H,FLAMING DRAGON 54-2526-23M,H&P 520,OIL,BLUEBELL,WASATCH,"20,529 ft",2021-12-17,43-013-54163,40.27812 / -110.1588139,1500,2021-09-16,43,13,,,,
128,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,01/03/2022,H,FLAMING DRAGON 70-2526-23G,H&P 524,OIL,BLUEBELL,GREEN RIVER - LOWER,"20,736 ft",2021-12-30,43-013-54168,40.2783987 / -110.1581723,1500,2021-09-16,43,13,,,,
129,DJ Basin,"MURFIN DRILLING COMPANY, INC",NE,DUNDY,01/03/2022,V,HENRY 2-12,Murfin 3,OIL,COMBINE,MISSISSIPPIAN,"5,200 ft",2021-12-29,26-057-21927,40.1501905 / -101.6795399,400,2021-12-16,26,57,,,,
130,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,01/03/2022,H,THORP FEDERAL 5-28H1,Nabors B01,UNKNOWN,LITTLE KNIFE, , ,2021-12-21,33-025-04332,47.6271712 / -103.0530657,1500,2021-08-25,33,25,,,,
131,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,01/03/2022,H,BANG 10-4H,Nabors B06,UNKNOWN,CEDAR COULEE, , ,2021-12-23,33-025-04373,47.4894226 / -102.9101157,1500,2021-10-11,33,25,,,,
132,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,01/03/2022,H,DENNIS FIU 14-8H,Cyclone 38,CONFIDENTIAL,CEDAR COULEE, , ,2022-01-01,33-025-04162,47.5731862 / -102.9380668,1500,2021-02-08,33,25,,,,
133,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,01/03/2022,H,DENNIS FIU 11-8H1,H&P 454,CONFIDENTIAL,CEDAR COULEE, , ,2021-12-24,33-025-04183,47.5728608 / -102.9366239,1500,2021-02-09,33,25,,,,
134,Bakken,ENERPLUS RESOURCES USA CORPORATION,ND,DUNN,01/03/2022,H,SHAD 149-94-36C-25H,True 40,OIL & GAS,SQUAW CREEK,BAKKEN,"21,552 ft",2021-12-22,33-025-03921,47.67175 / -102.6499499,1500,2020-12-15,33,25,,,,
135,Bakken,HUNT OIL COMPANY,ND,DUNN,01/03/2022,,HALLIDAY 145-93-15-22H 6,H&P 640,UNKNOWN, , , ,2021-12-24,33-025-04349,47.3874054 / -102.5108948,1500, ,33,25,,,,
136,Bakken,MARATHON OIL COMPANY,ND,DUNN,01/03/2022,H,AMOS 31-18TFH,H&P 259,OIL & GAS,BAILEY,BAKKEN,"21,434 ft",2021-12-24,33-025-04363,47.4720283 / -102.5693145,1500,2021-09-29,33,25,,,,
137,Bakken,MARATHON OIL COMPANY,ND,DUNN,01/03/2022,H,ERMINA 31-13TFH,H&P 535,OIL & GAS,BAILEY,BAKKEN,"21,656 ft",2021-12-21,33-025-04353,47.4722256 / -102.5867375,1500,2021-09-21,33,25,,,,
138,Bakken,MARATHON OIL COMPANY,ND,DUNN,01/03/2022,H,STATE MELMAN 34-36TFH,Nabors X10,OIL & GAS,BAILEY,BAKKEN,"20,885 ft",2021-12-14,33-025-04388,47.4173851 / -102.5956906,1500,2021-11-18,33,25,,,,
139,Bakken,"WPX ENERGY WILLISTON, LLC",ND,DUNN,01/03/2022,H,HALL 14-15HIL,Nabors B18,UNKNOWN,MCGREGORY BUTTES, , ,2022-01-01,33-025-04313,47.6447688 / -102.6137352,1500,2021-08-12,33,25,,,,
140,Gulf Coast,"KILLAM OIL CO., LTD.",TX,DUVAL,01/03/2022,V,DUVAL COUNTY RANCH 578 1,Wisco Moran 7,GAS,RICH HURT,"WX. 2ND HINNANT, WX. 4TH HINNANT, WX. GUERRA","11,000 ft",2022-01-01,42-131-39660,27.7822352 / -98.6830187,750,2021-12-01,42,131,,,,
141,Gulf Coast,"NYE EXPLORATION & PROD, L.L.C.",TX,DUVAL,01/03/2022,V,BARTON-SCHUBERT 1,Price 3,OIL & GAS,"A S O G,FIVE GATES,GUAJILLO, W.,STARR BRITE",FRIO,"5,500 ft",2021-12-30,42-131-39659,27.6360377 / -98.3246377,400,2021-11-30,42,131,,,,
142,Gulf Coast,"SAFARI PRODUCTION COMPANY, INC.",TX,DUVAL,01/03/2022,V,MOBIL FEE 5,Energy 16,GAS,DESTINO,"LOWER HOUSE, SLICK B, WX. ""W"" SAND, WX. MIDDLE HOUSE, WX. RONNIE SD.","14,645 ft",2021-11-15,42-131-38234,27.7507859 / -98.6056808,2000,2021-11-03,42,131,,,,
143,Permian - Midland,DIAMONDBACK E&P LLC,TX,ECTOR,01/03/2022,H,TOM SAWYER 43-6 A 6H,Unit 413,OIL & GAS,PEART,BARNETT,"13,000 ft",2021-12-30,42-135-43823,31.6710627 / -102.4615431,1500,2021-08-04,42,135,,,,
144,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,01/03/2022,H,TATIA 0310 A 202H,NorAm 25,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-31,42-135-43842,31.6888619 / -102.3132277,1800,2021-11-17,42,135,,,,
145,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,01/03/2022,H,TATIA 0310 C 102H,NorAm 28,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2022-01-02,42-135-43841,31.6891193 / -102.3104596,1900,2021-11-17,42,135,,,,
146,Permian - Delaware,CHEVRON USA INCORPORATED,NM,EDDY,01/03/2022,H,CB MOTHMA 23 14 FEE 10 401H,Patterson 257,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,004 ft",2021-12-21,30-015-48350,32.2863302 / -104.0642452,1500,2021-05-20,30,15,,,,
147,Permian - Delaware,COG OPERATING LLC,NM,EDDY,01/03/2022,H,SCOUT STATE COM 606H,H&P 486,GAS,PURPLE SAGE,WOLFCAMP,"24,173 ft",2021-12-18,30-015-46960,32.1642598 / -104.1329918,1500,2020-04-03,30,15,,,,
148,Permian - Delaware,COG OPERATING LLC,NM,EDDY,01/03/2022,H,SCOUT STATE COM 601H,Pioneer 84,GAS,PURPLE SAGE,WOLFCAMP,"24,892 ft",2021-12-19,30-015-46955,32.1657066 / -104.1210497,1500,2020-04-03,30,15,,,,
149,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,01/03/2022,H,DAWSON 34 FED COM 133H,H&P 510,OIL,"OLD MILLMAN RANCH,WINCHESTER","BONE SPRING, BS (ASSOC)","18,979 ft",2021-12-18,30-015-47705,32.6170013 / -104.1572544,1500,2020-11-20,30,15,,,,
150,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,01/03/2022,H,SHAMROCK 34 FED COM 121H,Nabors M7506,OIL,"OLD MILLMAN RANCH,WINCHESTER","BONE SPRING, BS (ASSOC)","17,648 ft",2022-01-02,30-015-47706,32.6226461 / -104.1548538,1150,2020-11-20,30,15,,,,
151,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,01/03/2022,H,COTTON DRAW UNIT 605H,Cactus 132,OIL,PURPLE SAGE,WOLFCAMP (GAS),"19,133 ft",2021-12-14,30-015-47297,32.1944816 / -103.7489366,2000,2020-07-16,30,15,,,,
152,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,01/03/2022,H,TODD 36-25 STATE FED COM 718H,Nabors M7503,OIL,WC,WOLFCAMP,"22,346 ft",2021-12-27,30-015-47322,32.2541344 / -103.7260869,1150,2020-08-11,30,15,,,,
153,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,01/03/2022,H,COTTON DRAW UNIT 602H,Cactus 129,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,848 ft",2021-12-24,30-015-47300,32.1945397 / -103.7533651,2000,2020-07-17,30,15,,,,
154,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,01/03/2022,H,TODD 36-25 STATE FED COM 627H,Cactus 135,OIL,WC,WOLFCAMP,"22,112 ft",2021-12-25,30-015-48064,32.2540997 / -103.7296056,2000,2021-02-17,30,15,,,,
155,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,01/03/2022,H,DIRE WOLF 12 FED 714H,H&P 298,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,386 ft",2021-12-27,30-015-47685,32.0525428 / -103.8408543,1500,2020-11-16,30,15,,,,
156,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,01/03/2022,H,DIRE WOLF 12 FED 731H,Nabors 1206,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,682 ft",2021-12-27,30-015-47650,32.0533121 / -103.837917, ,2020-11-10,30,15,,,,
157,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,01/03/2022,H,GOLDEN GRAHAM 1 STATE COM 723H,H&P 249,OIL,PURPLE SAGE,WOLFCAMP (GAS),"20,087 ft",2021-12-27,30-015-48315,32.064938 / -104.0433403,1500,2021-05-13,30,15,,,,
158,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,01/03/2022,H,DIRE WOLF 12 FED 729H,Nabors 1210,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,666 ft",2021-12-18,30-015-47649,32.0544557 / -103.8343729, ,2020-11-10,30,15,,,,
159,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,01/03/2022,H,JOE HOLLINGSWORTH FEE 136H,Patterson 810,OIL,SOUTH CULEBRA BLUFF,BONE SPRING,"18,423 ft",2021-12-30,30-015-49009,32.3830316 / -104.1003522,1500,2021-10-28,30,15,,,,
160,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,01/03/2022,H,KEN WILSON 14 15 112H,Patterson 256,OIL,MALAGA,BONE SPRING,"17,800 ft",2021-12-13,30-015-48103,32.2197074 / -104.0505553,1500,2021-03-23,30,15,,,,
161,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,01/03/2022,H,ACE STERN VEGAS FEE 22 21 124H,Patterson 297,OIL,SOUTH CULEBRA BLUFF,BONE SPRING,"18,259 ft",2021-12-18,30-015-49109,32.3741929 / -104.1000544,1500,2021-11-22,30,15,,,,
162,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,01/03/2022,H,BUBBA BURTON 14 15 24S 28E 121H,Patterson 295,OIL,MALAGA,BONE SPRING,"18,800 ft",2021-12-21,30-015-48082,32.2236326 / -104.0504333,1500,2021-03-05,30,15,,,,
163,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/03/2022,H,CHICAGO 9 8 WOHE FEE COM 002H,Patterson 594,GAS,PURPLE SAGE,WOLFCAMP (GAS),"19,578 ft",2021-12-30,30-015-47914,32.2340538 / -104.085187,1500,2021-01-12,30,15,,,,
164,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/03/2022,H,BUFFALO TRACE 1 36 H3OB FEDERAL COM 2H,Patterson 597,GAS,SOUTH CORRAL CANYON,BONE SPRING,"19,802 ft",2021-12-22,30-015-46799,32.06301 / -103.9306036,1500,2020-02-28,30,15,,,,
165,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/03/2022,H,ROCK SPUR 27 W2BO STATE 002H,Patterson 816,GAS,PURPLE SAGE,WOLFCAMP (GAS),"15,401 ft",2021-12-25,30-015-49096,32.195339 / -104.0741074,1500,2021-11-18,30,15,,,,
166,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/03/2022,H,CHOLULA 12/11 W0PO FED COM 1H,Patterson 574,GAS,ALACRAN HILLS,WOLFCAMP (GAS),"19,651 ft",2021-12-17,30-015-48293,32.4914784 / -104.1349104,1200,2021-05-10,30,15,,,,
167,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/03/2022,H,BOONDOCK 3 W1PA STATE COM 002H,Patterson 245,GAS,PURPLE SAGE,WOLFCAMP (GAS),"14,585 ft",2021-12-22,30-015-48735,32.1525197 / -104.0705507,1500,2021-07-28,30,15,,,,
168,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/03/2022,H,PHOENIX 21/22 B2CA FEDERAL COM 1H,Patterson 260,OIL,SANTO NINO,BONE SPRING,"19,745 ft",2021-12-16,30-015-49161,32.7415004 / -103.9919548,1500,2021-12-14,30,15,,,,
169,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/03/2022,H,HOSS 2/11 B2AP FED COM 1H,Patterson 560,OIL,NORTH SAN LORENZO,BONE SPRING,"18,609 ft",2021-12-16,30-015-48950,32.1656766 / -104.0529875,1500,2021-09-14,30,15,,,,
170,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,01/03/2022,H,PRINCE 31 W0EH FED COM 3H,Patterson 270,GAS,PURPLE SAGE,WOLFCAMP (GAS),"14,217 ft",2021-12-18,30-015-48151,32.1767471 / -104.0312583,1500,2021-04-19,30,15,,,,
171,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,01/03/2022,H,OVATION FED COM 1318 236H,Frontier 19,GAS,PURPLE SAGE,WOLFCAMP (GAS),"21,115 ft",2021-12-21,30-015-49076,32.3084611 / -104.0517249,1500,2021-10-21,30,15,,,,
172,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,01/03/2022,H,OVATION FED COM 1318 131H,Frontier 20,OIL,SOUTH CULEBRA BLUFF,BONE SPRING,"20,320 ft",2021-12-22,30-015-49098,32.3106479 / -104.0506488,2000,2021-11-18,30,15,,,,
173,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,01/03/2022,H,ASTRODOG FED COM 0809 232H,Precision 596,GAS,PURPLE SAGE,WOLFCAMP (GAS),"18,706 ft",2021-12-30,30-015-48696,32.3239425 / -104.0120642,1800,2021-07-01,30,15,,,,
174,Permian - Delaware,OXY USA INCORPORATED,NM,EDDY,01/03/2022,H,PURE GOLD MDP1 29 17 FEDERAL COM 175H,H&P 479,OIL,WC-015 G-08 S233135D,WOLFCAMP,"24,178 ft",2021-12-30,30-015-45780,32.2699732 / -103.7944939,1500,2019-03-12,30,15,,,,
175,Permian - Delaware,OXY USA INCORPORATED,NM,EDDY,01/03/2022,H,PURE GOLD MDP1 29 17 FEDERAL COM 174H,Citadel 2,OIL,WC-015 G-08 S233135D,WOLFCAMP,"24,162 ft",2021-12-27,30-015-45740,32.2693411 / -103.8001397, ,2019-02-18,30,15,,,,
176,Permian - Delaware,OXY USA INCORPORATED,NM,EDDY,01/03/2022,H,PURE GOLD MDP1 29 17 FEDERAL COM 171H,Pioneer 82,OIL,WC-015 G-08 S233135D,WOLFCAMP,"24,207 ft",2021-12-27,30-015-45716,32.2700671 / -103.8053213,1500,2019-02-13,30,15,,,,
177,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,EDDY,01/03/2022,H,CYPRESS 33 FED COM 234H,H&P 425,GAS,PURPLE SAGE,WOLFCAMP (GAS),"15,865 ft",2021-12-30,30-015-47881,32.2687036 / -103.9847374,1500,2020-12-18,30,15,,,,
178,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,EDDY,01/03/2022,H,CYPRESS 33 FED COM 206H,H&P 466,GAS,PURPLE SAGE,WOLFCAMP (GAS),"15,100 ft",2021-12-27,30-015-47861,32.2683688 / -103.9850392,1500,2020-12-18,30,15,,,,
179,Permian - Delaware,"XTO ENERGY, INC.",NM,EDDY,01/03/2022,H,REMUDA SOUTH 25 STATE 705H,Nabors X32,OIL,"FORTY NINER RIDGE BONE SPRING,WEST",BONE SPRING,"16,646 ft",2021-12-27,30-015-48539,32.2766039 / -103.9320712,1500,2021-06-21,30,15,,,,
180,Permian - Delaware,XTO PERMIAN OPERATING LLC.,NM,EDDY,01/03/2022,H,POKER LAKE UNIT 28-21 BS 127H,H&P 549,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,082 ft",2021-12-27,30-015-48955,32.1071161 / -103.7771466, ,2021-09-14,30,15,,,,
181,Permian - Delaware,XTO PERMIAN OPERATING LLC.,NM,EDDY,01/03/2022,H,POKER LAKE UNIT 28_21 BS 103H,H&P 552,GAS,PURPLE SAGE,WOLFCAMP (GAS),"19,794 ft",2021-12-30,30-015-48960,32.107084 / -103.7848403,1500,2021-09-16,30,15,,,,
182,Sedgwick,"CHOLLA PRODUCTION, LLC",KS,ELLIS,01/03/2022,V,PENNEY 2-14-15-20,Discovery 4,OIL,POST ROCK NORTH,"LKC, PAWNEE","3,800 ft",2021-12-17,15-051-27016,38.7414106 / -99.5107185,525,2021-12-08,15,51,,,,
183,Anadarko,MEWBOURNE OIL COMPANY,OK,ELLIS,01/03/2022,H,MIKE 9/4 MD 1H,Patterson 576,OIL & GAS, ,CHEROKEE,"19,837 ft",2021-12-30,35-045-23848,36.1287384 / -99.8770295,1200,2021-11-05,35,45,,,,
184,Anadarko,MEWBOURNE OIL COMPANY,OK,ELLIS,01/03/2022,H,MEMPHIS 5/32 PA 1H,Patterson 287,OIL & GAS, ,CHEROKEE,"19,776 ft",2021-12-12,35-045-23845,36.0573746 / -99.7789193,1500,2021-09-16,35,45,,,,
185,Gulf Coast,"ARENA OFFSHORE, LP",LA,EUGENE IS. OFFSHORE,01/03/2022,D,K008  ,White Fleet 350,OIL & GAS,EI238,C-15 FB-K7, ,2021-12-06,17-709-41304,28.5334121 / -91.4959107, ,2021-12-06,17,709,,,,
186,Offshore,"ENVEN ENERGY VENTURES, LLC",GOM,EWING BANK,01/03/2022,D,A011  ,Nabors MODS 200,OIL & GAS,LOBSTER/OYSTER,BUL-1, ,2021-11-08,60-810-50050,28.1012345 / -90.2021891,2000,2021-11-08,60,810,,,,
187,Eagleford,INEOS USA OIL & GAS LLC,TX,FAYETTE,01/03/2022,H,CLIFFHANGER OL UNIT 2H,H&P 511,OIL,GIDDINGS,AUSTIN CHALK-3,"8,300 ft",2021-11-22,42-149-33530,29.9621979 / -97.0363586,1500,2021-10-15,42,149,,,,
