,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id
390,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,11/22/2021,H,VAN WINKLE S-22HU  ,Falcon 24,UNKNOWN, ,POINT PLEASANT, ,2021-11-10,47-051-02355,39.7815548 / -80.7269346,850,2021-07-13,47,51
391,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,11/22/2021,H,MCMASTERS N-15HU  ,Nabors B28,UNKNOWN, ,MARCELLUS SHALE, ,2021-10-19,47-051-02334,39.7601931 / -80.7875991,1500,2020-09-15,47,51
392,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,11/22/2021,H,HUDSON S-13HU  ,Nabors X08,UNKNOWN, ,POINT PLEASANT, ,2021-10-29,47-051-02293,39.8286796 / -80.6729937,1500,2020-03-11,47,51
393,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,11/22/2021,H,FITZGERALD S-9HM  ,Falcon 29,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-15,47-051-02385,39.8012598 / -80.6412147, ,2021-07-06,47,51
394,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,11/22/2021,H,OLD CROW N-21HU  ,Nabors X14,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-04,47-051-02335,39.7786294 / -80.7633305,1500,2020-10-26,47,51
395,Permian - Midland,"BIRCH OPERATIONS, INC.",TX,MARTIN,11/22/2021,H,DESERT DOOR 18-6 A 1LS,H&P 375,OIL & GAS,SPRABERRY,TREND AREA,"8,700 ft",2021-11-16,42-317-43863,32.4915345 / -101.7738605,1500,2021-10-22,42,317
396,Permian - Midland,"BLACK SWAN OPERATING, LLC",TX,MARTIN,11/22/2021,H,BENDER A 252 1WA,Precision 608,OIL & GAS,SPRABERRY,TREND AREA,"13,000 ft",2021-11-15,42-317-43704,32.4169762 / -101.9674345,1500,2021-07-28,42,317
397,Permian - Midland,CHEVRON U. S. A. INC.,TX,MARTIN,11/22/2021,H,VLT SAKO BAVARIAN UNIT 0175LS,Patterson 812,OIL & GAS,SPRABERRY,TREND AREA,"8,500 ft",2021-11-16,42-317-43581,32.1682771 / -101.730708,1500,2021-06-01,42,317
398,Permian - Midland,"CUTBOW OPERATING, LLC",TX,MARTIN,11/22/2021,H,BIG HORN 25-36-B 03WA,H&P 488,OIL & GAS,SPRABERRY,TREND AREA,"8,896 ft",2021-11-18,42-317-43845,31.2308077 / -103.4491375,1500,2021-10-29,42,317
399,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,11/22/2021,H,SMITH JALONICK 16-21 I 3JM,Unit 413,OIL & GAS,SPRABERRY,TREND AREA,"13,000 ft",2021-11-20,42-317-43782,32.1092246 / -101.931367,1500,2021-09-24,42,317
400,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,11/22/2021,H,SMITH JALONICK 16-21 D 1WB,Unit 408,OIL & GAS,SPRABERRY,TREND AREA,"13,000 ft",2021-11-16,42-317-43470,32.1085845 / -101.9370566,1500,2021-04-14,42,317
401,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,11/22/2021,H,CHABLIS 8 1LS,H&P 460,OIL & GAS,SPRABERRY,TREND AREA,"10,470 ft",2021-11-16,42-317-43735,32.4384939 / -102.1616742,1500,2021-08-18,42,317
402,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,11/22/2021,H,CHABLIS 8 3JM,NorAm 23,OIL & GAS,SPRABERRY,TREND AREA,"10,010 ft",2021-11-13,42-317-43739,32.4376057 / -102.1656954,1500,2021-09-13,42,317
403,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,11/22/2021,H,SAGE 37-36 B 2JM,AKITA 802,OIL & GAS,SPRABERRY,TREND AREA,"10,340 ft",2021-11-18,42-317-43651,32.163942 / -101.9005536,1800,2021-07-19,42,317
404,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,11/22/2021,H,HUGHES 43-47 UNIT 2 182,Independence 217,OIL,SPRABERRY,TREND AREA,"10,466 ft",2021-11-13,42-317-43791,32.3431685 / -101.7100227,1500,2021-09-20,42,317
405,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,11/22/2021,H,MCALPINE GRISHAM 47-35 UNIT 1 211,Ensign 765,OIL,SPRABERRY,TREND AREA,"11,000 ft",2021-11-21,42-317-43682,32.1716487 / -101.8010759,1500,2021-07-15,42,317
406,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,11/22/2021,H,ANACONDA 5-4 UNIT 2 274,Precision 580,OIL,SPRABERRY,TREND AREA,"9,900 ft",2021-11-03,42-317-43730,32.2368104 / -102.0311099,1500,2021-08-17,42,317
407,Permian - Midland,LARIO OIL & GAS COMPANY,TX,MARTIN,11/22/2021,H,EISENHOWER 2 204,H&P 370,OIL & GAS,SPRABERRY,TREND AREA,"10,200 ft",2021-11-16,42-317-42830,32.1264235 / -101.8618732,1500,2020-02-18,42,317
408,Permian - Midland,"PETROLEGACY ENERGY II, LLC",TX,MARTIN,11/22/2021,H,SXSW E UNIT B 1LS,Pinnergy 1,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-11-17,42-317-43869,32.4317065 / -101.9558891,760,2021-10-22,42,317
409,Permian - Midland,"PETROLEGACY ENERGY II, LLC",TX,MARTIN,11/22/2021,H,SXSW W UNIT C 2JM,H&P 379,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-11-18,42-317-43753,32.4291313 / -101.9678827,1500,2021-08-20,42,317
410,Permian - Midland,"PETROLEGACY ENERGY II, LLC",TX,MARTIN,11/22/2021,H,SXSW W UNIT A 1WA,Scan Titan,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-11-11,42-317-43741,32.4294347 / -101.9632817,2000,2021-08-20,42,317
411,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MARTIN,11/22/2021,H,BROUGHTON H 7-8 2808H,Patterson 251,OIL & GAS,SPRABERRY,TREND AREA,"9,702 ft",2021-11-12,42-317-43713,32.2847839 / -101.7014388,1500,2021-08-02,42,317
412,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MARTIN,11/22/2021,H,BROUGHTON H 7-8 4208H,Ensign T142,OIL & GAS,SPRABERRY,TREND AREA,"9,702 ft",2021-11-16,42-317-42933,32.28409 / -101.7044312,1500,2020-02-13,42,317
413,Permian - Midland,"VENCER ENERGY, LLC",TX,MARTIN,11/22/2021,H,PETERS 1102C 4L,Latshaw 19,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-11-14,42-317-43828,32.1432457 / -101.794002,1500,2021-10-12,42,317
414,Permian - Midland,"VENCER ENERGY, LLC",TX,MARTIN,11/22/2021,H,PETERS 1102E 11A,Latshaw 9,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-11-16,42-317-43824,32.1437053 / -101.7920752,1700,2021-10-12,42,317
415,Permian - Midland,XTO ENERGY INC.,TX,MARTIN,11/22/2021,H,STRAIN 19 UNIT 2 1906BH,Nabors X20,OIL & GAS,SPRABERRY,TREND AREA,"10,200 ft",2021-11-15,42-317-43604,32.2666227 / -101.7926087,1500,2021-06-14,42,317
416,Permian - Midland,XTO ENERGY INC.,TX,MARTIN,11/22/2021,H,STRAIN 19 UNIT 1&2 ALLOC 1933 1913AH,H&P 255,OIL & GAS,SPRABERRY,TREND AREA,"10,200 ft",2021-11-11,42-317-43641,31.673938 / -101.9571913,1500,2021-07-01,42,317
417,Gulf Coast,"PONDEROSA OIL & GAS, LLC",TX,MATAGORDA,11/22/2021,V,NORRIS 2,Energy 6,OIL & GAS,NANCE,"FRIO, MID AB-1, MID AB-2, MID AB-3, TEX-MISS, TEX-MISS # 3, TEX-MISS # 5, TEX-MISS # 8, TEX-MISS #10, TRUITT","11,500 ft",2021-11-08,42-321-32437,29.0319112 / -95.9215377,750,2021-02-22,42,321
418,Gulf Coast,"UNDERGROUND SERVICES MARKHAM,LLC",TX,MATAGORDA,11/22/2021,V,HUDSON 2,RFC 104,INJECTION,MARKHAM, ,"7,400 ft",2021-10-27,42-321-32441,28.9904638 / -96.1419056,2000,2021-05-21,42,321
419,Anadarko,CPRP SERVICES LLC,OK,MCCLAIN,11/22/2021,H,CHOATE 0504 03-10-2MXH,Cactus 164,OIL & GAS, ,MISSISSIPPIAN,"20,500 ft",2021-11-08,35-087-22321,34.9340523 / -97.6037192,1500,2021-10-01,35,87
420,Anadarko,OVINTIV USA INC,OK,MCCLAIN,11/22/2021,H,WENDLING 0704 3H-30XX,H&P 530,OIL & GAS, ,WOODFORD, ,2021-11-11,35-087-22324,35.0566328 / -97.6629639,1500,2021-10-05,35,87
421,Bakken,"CONTINENTAL RESOURCES, INC.",ND,MCKENZIE,11/22/2021,H,CHAROLAIS SOUTH FEDERAL 7-10H2,Nabors B27,CONFIDENTIAL,ELM TREE, , ,2021-11-15,33-053-09554,48.0810334 / -102.7537752,1500,2020-10-19,33,53
422,Bakken,"CONTINENTAL RESOURCES, INC.",ND,MCKENZIE,11/22/2021,H,CHAROLAIS SOUTH FEDERAL 6-10H,Advanced Energy 4,CONFIDENTIAL,ELM TREE, , ,2021-11-16,33-053-09550,48.0823139 / -102.759313,400,2020-10-16,33,53
423,Bakken,"IRON OIL OPERATING, LLC",ND,MCKENZIE,11/22/2021,H,ANTELOPE 3-17-20H,Nabors B18,OIL & GAS,SATHER LAKE,BAKKEN,"21,479 ft",2021-11-06,33-053-09745,47.7316552 / -103.6408479,1500,2021-10-18,33,53
424,Bakken,OASIS PETROLEUM NORTH AMERICA,ND,MCKENZIE,11/22/2021,H,SOTO 5097 12-3 2B,Nabors B13,OIL & GAS,SIVERSTON,BAKKEN,"21,159 ft",2021-11-17,33-053-09719,47.8465664 / -103.0825709,1500,2021-06-01,33,53
425,Bakken,OASIS PETROLEUM NORTH AMERICA LLC,ND,MCKENZIE,11/22/2021,H,LINDVIG BECK FEDERAL 5201 41-2 5B,Nabors B26,OIL & GAS,CAMP,BAKKEN, ,2021-11-17,33-053-09760,48.0104148 / -103.5784578,1500,2021-08-31,33,53
426,Bakken,OVINTIV PRODUCTION INC.,ND,MCKENZIE,11/22/2021,H,WISNESS STATE 152-96-16-21-14H,H&P 516,UNKNOWN,WESTBERG, , ,2021-11-11,33-053-09764,47.9893591 / -102.9718388,1500,2021-09-08,33,53
427,Bakken,"PETRO-HUNT DAKOTA, LLC",ND,MCKENZIE,11/22/2021,H,MONGOOSE 149-102-8D-5-3H,H&P 515,UNKNOWN, , , ,2021-11-16,33-053-06109,47.7333641 / -103.7582474,1500, ,33,53
428,Bakken,PETROSHALE (US) INC.,ND,MCKENZIE,11/22/2021,H,CROCKETT FEDERAL 1TFH,Stoneham 16E,CONFIDENTIAL,BEAR DEN, , ,2021-11-16,33-053-09187,47.7012082 / -102.8964475,1500,2019-08-22,33,53
429,Bakken,SINCLAIR OIL & GAS COMPANY,ND,MCKENZIE,11/22/2021,H,GRASSLANDS FEDERAL 14-15-1H,Unit 411,UNKNOWN,LONE BUTTE, , ,2021-10-17,33-053-09752,47.5503539 / -103.1112462,1500,2021-08-18,33,53
430,Bakken,TRUE OIL LLC,ND,MCKENZIE,11/22/2021,D,NORTHERN STATE 31-36,True 39,OIL & GAS,NORTH BRANCH,RED RIVER,"13,523 ft",2021-10-30,33-053-09378,47.6023993 / -103.6146742, ,2020-04-03,33,53
431,Anadarko,O'BRIEN ENERGY RESOURCES CORP.,KS,MEADE,11/22/2021,V,KEYSTONE 8-4,Duke 1,OIL & GAS,ANGELL SOUTHEAST,ST.LOUIS,"6,250 ft",2021-11-15,15-119-21461,37.204827 / -100.4821017,600,2021-10-08,15,119
432,Permian - Midland,APACHE CORPORATION,TX,MIDLAND,11/22/2021,H,PARKS-COYOTE 1506 D 11HS,Patterson 274,OIL & GAS,SPRABERRY,TREND AREA,"12,000 ft",2021-11-17,42-329-45038,31.7835731 / -102.1612211,1500,2021-07-14,42,329
433,Permian - Midland,APACHE CORPORATION,TX,MIDLAND,11/22/2021,H,PARKS-COYOTE 1506 A 8HS,Pioneer 80,OIL & GAS,SPRABERRY,TREND AREA,"12,000 ft",2021-11-13,42-329-45032,31.7814196 / -102.1696471,1500,2021-07-14,42,329
434,Permian - Midland,CHEVRON U. S. A. INC.,TX,MIDLAND,11/22/2021,H,CMC SUNFLOWER D 0282WA,Patterson 814,OIL & GAS,SPRABERRY,TREND AREA,"9,800 ft",2021-11-19,42-329-45079,31.7441311 / -101.9510536,1500,2021-08-11,42,329
435,Permian - Midland,CHEVRON U. S. A. INC.,TX,MIDLAND,11/22/2021,H,CMC FENWAY 22/34 A 0097WA,Patterson 258,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-11-13,42-329-43967,31.8198981 / -102.0118554,1000,2020-01-28,42,329
436,Permian - Midland,COG OPERATING LLC,TX,MIDLAND,11/22/2021,H,BRAUN B S12 2004MH,Nabors X46,OIL & GAS,PARKS,CONSOLIDATED,"12,000 ft",2021-11-05,42-329-44914,31.7786681 / -102.1270091,1500,2021-05-07,42,329
437,Permian - Midland,COG OPERATING LLC,TX,MIDLAND,11/22/2021,H,BRAUN B S1 2008LH,Pioneer 81,OIL & GAS,PARKS,CONSOLIDATED,"12,000 ft",2021-11-15,42-329-44902,31.7766563 / -102.1351056,1500,2021-06-02,42,329
438,Permian - Midland,"CROWNQUEST OPERATING, LLC",TX,MIDLAND,11/22/2021,H,MENDELEEV F 102HD,Advanced Energy 37,OIL & GAS,SPRABERRY,TREND AREA,"10,400 ft",2021-11-14,42-329-44734,31.8875154 / -101.7851633,500,2021-06-04,42,329
439,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,HILL 30-19 G 171,Ensign 784,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-11-05,42-329-44970,31.9026381 / -102.1171059,1500,2021-06-14,42,329
440,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,GAULT 5-41 C 132,Nabors X22,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-11-11,42-329-45111,31.9881026 / -102.0148019,1500,2021-10-01,42,329
441,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,RIO GUADALUPE 22-23 E 151,Precision 563,OIL,SPRABERRY,TREND AREA,"10,320 ft",2021-11-09,42-329-45030,31.7979461 / -102.1003373,1500,2021-08-06,42,329
442,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,BANKHEAD 4-33 UNIT 2A 162,Independence 304,OIL & GAS,SPRABERRY,"TREND AREA, TREND AREA) R 40 EXC","10,400 ft",2021-11-11,42-329-44751,31.9671131 / -102.1039263,1500,2021-04-20,42,329
443,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,FRANKLIN CRAWFORD 42-43 A 211,Precision 581,OIL,SPRABERRY,TREND AREA,"10,616 ft",2021-11-15,42-329-45098,31.8782167 / -101.9580747,1500,2021-10-08,42,329
444,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,GAULT 5-41 A 114,Nabors X15,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-11-08,42-329-45107,31.987943 / -102.0107489,1500,2021-09-01,42,329
445,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,HILL 30-19 E 253,Independence 210,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-11-12,42-329-44957,31.9030458 / -102.1152305,1500,2021-06-14,42,329
446,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,HILL 30-19 H 181,Nabors X23,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-11-17,42-329-44975,31.9023338 / -102.1188209,1500,2021-06-14,42,329
447,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,11/22/2021,H,FRANKLIN CRAWFORD 42-43 E 254,Ensign T141,OIL,SPRABERRY,TREND AREA,"10,700 ft",2021-11-13,42-329-45103,31.876537 / -101.9644252,1500,2021-10-08,42,329
448,Permian - Midland,"PERMIAN DEEP ROCK OIL CO., LLC",TX,MIDLAND,11/22/2021,H,MUSTANG 160 MIPA UNIT H160WB,Savanna 803,OIL & GAS,SPRABERRY,TREND AREA,"9,900 ft",2021-10-28,42-329-44951,31.9697212 / -102.077215, ,2021-06-08,42,329
449,Permian - Midland,"PERMIAN DEEP ROCK OIL CO., LLC",TX,MIDLAND,11/22/2021,H,MUSTANG H145WA,Savanna 801,OIL & GAS,SPRABERRY,TREND AREA,"9,700 ft",2021-11-02,42-329-43909,31.9700589 / -102.0761204, ,2019-12-10,42,329
450,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,GERMANIA SPRABERRY UNIT 4507H,H&P 390,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-11-09,42-329-45179,32.0632481 / -101.8043461,1500,2021-09-29,42,329
451,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,STILT WEST G 18-20 4307H,H&P 601,OIL & GAS,SPRABERRY,TREND AREA,"10,553 ft",2021-11-16,42-329-44802,31.9528769 / -101.9528717,1500,2021-04-01,42,329
452,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,ELKIN-ESTES 34QQ 117H,Patterson 807,OIL & GAS,SPRABERRY,TREND AREA,"10,645 ft",2021-11-09,42-329-45071,31.8995477 / -101.9756266,1500,2021-08-18,42,329
453,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,D,WARD 3DW,H&P 417,OIL & GAS,SPRABERRY,TREND AREA,"10,587 ft",2021-11-07,42-329-45202,32.0996905 / -102.0359588,1500,2021-10-04,42,329
454,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,ELKIN-ESTES 34L 12H,H&P 643,OIL & GAS,SPRABERRY,TREND AREA,"10,645 ft",2021-10-26,42-329-45069,31.9017916 / -101.976269,1500,2021-09-07,42,329
455,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,GERMANIA SPRABERRY UNIT 4503H,H&P 641,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-11-16,42-329-45133,32.0602498 / -101.8117294,1500,2021-09-07,42,329
456,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,TEXAS TEN Y PU 3812H,H&P 607,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-11-16,42-329-45140,31.9017539 / -102.0415452,1500,2021-09-14,42,329
457,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,SALLY W26M 13H,Patterson 802,OIL & GAS,SPRABERRY,TREND AREA,"10,600 ft",2021-11-12,42-329-44639,31.9336086 / -102.0041881,1500,2021-02-01,42,329
458,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,SHULL-CRAWFORD 15F 6H,Patterson 252,OIL & GAS,SPRABERRY,TREND AREA,"10,585 ft",2021-11-11,42-329-44939,31.9474813 / -102.0260188,1500,2021-06-29,42,329
459,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,STILT EAST O 18-20 4315H,Ensign T125,OIL & GAS,SPRABERRY,TREND AREA,"10,553 ft",2021-11-17,42-329-45007,31.9541161 / -101.9468701,1500,2021-07-01,42,329
460,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,11/22/2021,H,TEXAS TEN Y PU 3840H,H&P 472,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-11-16,42-329-44794,31.9018616 / -102.037379,1500,2021-03-31,42,329
461,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,11/22/2021,H,COMANCHEROS 19-31 3115 3185NH,H&P 463,OIL & GAS,SPRABERRY,TREND AREA,"10,377 ft",2021-11-18,42-329-44844,31.8667727 / -101.8845357,1500,2021-08-17,42,329
462,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,11/22/2021,H,BOB MIDKIFF 37-48 WEST UNIT 4801BH,NABORS R801,OIL & GAS,SPRABERRY,TREND AREA,"10,800 ft",2021-11-20,42-329-45086,31.6744029 / -101.9588684, ,2021-08-31,42,329
463,Offshore,"BP EXPLORATION & PRODUCTION, INC",GOM,MISSISSIPPI CANYON,11/22/2021,,G09821 005 BP1,Ocean BlackLion,UNKNOWN, , , ,2021-11-07,60-817-4140401,28.4796524 / -88.1716843,9000, ,60,817
464,Offshore,"BP EXPLORATION & PRODUCTION, INC.",GOM,MISSISSIPPI CANYON,11/22/2021,,OCS-G 14658 2,Ocean BlackHornet,UNKNOWN, , , ,2021-11-15,60-817-409500,28.1863003 / -88.4688034,9000, ,60,817
465,Offshore,ENI US OPERATING CO. INC.,GOM,MISSISSIPPI CANYON,11/22/2021,U,G19996 A005,Nabors MODS 140,UNKNOWN,DEVILS TOWER, , ,2021-07-07,60-817-40929,28.2088678 / -88.7375749,1000,2021-06-24,60,817
466,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,11/22/2021,V,PN003  ,TO Deepwater Thalassa,OIL & GAS, , ,"40,000 ft",2021-07-02,60-817-41447,28.0113718 / -89.0134826,10500,2021-07-01,60,817
467,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,11/22/2021,U,G08852 KE002,TO Deepwater Pontus,UNKNOWN, , , ,2021-09-20,60-817-41450,28.1939219 / -89.1768764, ,2021-09-07,60,817
468,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,11/22/2021,U,G26253 AC002,TO Deepwater Proteus,UNKNOWN, , , ,2021-07-25,60-817-41445,28.624653 / -87.997051,21000,2021-06-24,60,817
469,Offshore,"SHELL OFFSHORE, INC.",GOM,MISSISSIPPI CANYON,11/22/2021,,OCS-G 07963 A002,H&P 201,UNKNOWN, , , ,2021-09-17,60-817-40465,28.1691856 / -89.2229767,3000, ,60,817
470,Offshore,WALTER OIL & GAS CORPORATION,GOM,MISSISSIPPI CANYON,11/22/2021,U,G36398 001,Sevan Louisiana,UNKNOWN, , , ,2021-08-02,60-817-41442,28.309712 / -89.922557,4500,2021-07-28,60,817
471,Northeast,NORTHEAST NATURAL ENERGY LLC,WV,MONONGALIA,11/22/2021,H,MCCLELLAN 4H MCCLELLAN 4H,Patterson 277,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-07,47-061-01885,39.6216697 / -80.2786255,1500,2021-09-17,47,61
472,Anadarko,SCOUT ENERGY MANAGEMENT LLC,TX,MOORE,11/22/2021,V,"SNEED, J. T. 1D",Quest 208,GAS,"PANHANDLE, WEST", ,"4,000 ft",2021-11-17,42-341-33644,35.7366007 / -101.672639,400,2021-11-01,42,341
473,Bakken,"HESS BAKKEN INVESTMENTS II, LLC",ND,MOUNTRAIL,11/22/2021,H,EN-J HORST- 154-93-111H2-1,Nabors X28,OIL & GAS,ROBINSON LAKE,BAKKEN,"21,836 ft",2021-11-16,33-061-04907,48.177949 / -102.6099285,1500,2021-06-24,33,61
474,Bakken,"SLAWSON EXPLORATION COMPANY, INC.",ND,MOUNTRAIL,11/22/2021,H,RAINMAKER FEDERAL 7-25-36TFH,Unit 414,UNKNOWN,BIG BEND, , ,2021-11-20,33-061-04939,47.9642594 / -102.5159597,1500,2021-08-05,33,61
475,Bakken,WHITING OIL AND GAS CORPORATION,ND,MOUNTRAIL,11/22/2021,H,KANNIANEN 11-5-2TFHU,Patterson 808,OIL & GAS,SANISH,BAKKEN, ,2021-11-13,33-061-04918,48.1089521 / -102.4157906,1500,2021-07-06,33,61
476,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,11/22/2021,H,ANDER 22&15-11-10 HC 001,Patterson 586,GAS,GROGAN,NON UNITIZED HAYNESVILLE T,"25,000 ft",2021-11-04,17-069-20505,31.9217576 / -93.3789422,1500,2021-07-21,17,69
477,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,11/22/2021,H,WM 27&22&15-11-10 HC 002,Patterson 591,UNKNOWN,GROGAN, ,"25,000 ft",2021-11-16,17-069-20502,31.9149085 / -93.3827418,1500,2021-07-21,17,69
478,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,11/22/2021,H,ANDER 22&15-11-10 HC 004,Independence 209,UNKNOWN,GROGAN, ,"25,000 ft",2021-10-21,17-069-20508,31.921684 / -93.3777223,1500,2021-07-21,17,69
479,Anadarko,"PALOMINO PETROLEUM, INC.",KS,NESS,11/22/2021,V,SPECTRE 2,Duke 2,OIL,L.T.P. NORTH,MISSISSIPPIAN,"4,600 ft",2021-11-16,15-135-26126,38.4924092 / -100.0039068,350,2021-10-18,15,135
480,Anadarko,TRIPLE CROWN OPERATING LLC,KS,NESS,11/22/2021,V,NEYSA 1-33,Murfin 102,OIL,UNNAMED,MISSISSIPPIAN,"4,500 ft",2021-11-12,15-135-26128,38.2674419 / -99.6461273,600,2021-10-22,15,135
481,Austin Chalk,"CONTINENTAL TREND RESOURCES, INC",TX,NEWTON,11/22/2021,H,CARTHAGE 1HA,Nabors B15,OIL & GAS,BROOKELAND,AUSTIN CHALK,"10,930 ft",2021-10-24,42-351-30931,31.1310567 / -93.6506032,1500,2021-09-02,42,351
482,Northeast,ANTERO RESOURCES  CORPORATION,OH,NOBLE,11/22/2021,H,CLAY UNIT 1H,H&P 531,OIL & GAS, ,POINT PLEASANT FORMATION, ,2021-11-16,34-121-24645,39.8844568 / -81.3640645,1500,2021-09-30,34,121
483,Gulf Coast,"SUEMAUR EXPL. & PROD., LLC",TX,NUECES,11/22/2021,V,"BURNETT, ET AL GAS UNIT 8",LAUSON 4,OIL & GAS,"AGUA DULCE,WILDCAT",VICKSBURG CONSL.,"10,000 ft",2021-10-31,42-355-34198,27.8274858 / -97.761591,1000,2021-09-30,42,355
484,Gulf Coast,"VANTAGE OPERATING, LLC",TX,ORANGE,11/22/2021,D,MOONSHINE 1,Energy 14,OIL & GAS,WILDCAT, ,"9,950 ft",2021-11-02,42-361-30991,30.0992456 / -93.7938234,1200,2021-09-29,42,361
485,Haynesville,"PETROQUEST ENERGY, L.L.C.",TX,PANOLA,11/22/2021,H,SABINE ROYALTY ALO 5H,Nabors X02,OIL & GAS,CARTHAGE,COTTON VALLEY,"10,000 ft",2021-10-20,42-365-38501,32.1324865 / -94.0756146,1500,2019-06-19,42,365
486,Haynesville,"PINE WAVE ENERGY PARTNERS OP,LLC",TX,PANOLA,11/22/2021,H,TILLER CRENSHAW ALLOC 3H,Nabors X35,GAS,CARTHAGE,HAYNESVILLE SHALE,"10,850 ft",2021-11-13,42-365-38704,32.3279785 / -94.0760444,1500,2021-11-04,42,365
487,Haynesville,ROCKCLIFF ENERGY OPERATING LLC,TX,PANOLA,11/22/2021,H,ALEXANDER-MCLAURIN HV UNIT A 1H,H&P 459,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,000 ft",2021-11-11,42-365-38674,32.3546732 / -94.1106025,1500,2021-07-14,42,365
