,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0
98,Anadarko,CONTINENTAL RESOURCES INC,OK,CUSTER,12/14/2021,H,SCHROCK 2-14-23-26XHM,H&P 544,OIL & GAS, ,MISSISSIPPIAN, ,2021-12-04,35-039-22597,35.6949379 / -98.6571079,1500,2021-11-04,35,39,
99,Anadarko,CONTINENTAL RESOURCES INC,OK,CUSTER,12/14/2021,H,SCHROCK 3-14-23-26XHM,H&P 529,OIL & GAS, ,MISSISSIPPIAN, ,2021-11-23,35-039-22598,35.6924787 / -98.661407,1500,2021-11-04,35,39,
100,Anadarko,CRAWLEY PETROLEUM CORPORATION,OK,CUSTER,12/14/2021,H,CAMPBELL UNIT 4-6MHX,Cactus 126,OIL & GAS, ,MISSISSIPPIAN,"23,110 ft",2021-11-13,35-039-22596,35.7248676 / -98.8400245,1400,2021-10-20,35,39,
101,Barnett,"GHA BARNETT, LLC",TX,DALLAS,12/14/2021,H,APPALOOSA 13H,Ensign T135,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-13,42-113-30289,32.2222938 / -93.7140108,1500,2021-10-05,42,113,
102,Permian - Midland,CALLON PETROLEUM OPERATING CO,TX,DAWSON,12/14/2021,H,CHAPARRAL UNIT A5 13SH,Cactus 162,OIL & GAS,SPRABERRY,TREND AREA,"8,900 ft",2021-12-06,42-115-33849,32.5259056 / -101.6887178,1500,2021-11-19,42,115,
103,Permian - Midland,"CGS OPERATING, LLC",TX,DAWSON,12/14/2021,V,ROCKWOOD 1,AKITA 524,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-07,42-115-33856,32.6574833 / -101.9122509,1500,2021-11-22,42,115,
104,Permian - Midland,"HALVEY ENERGY, LLC",TX,DAWSON,12/14/2021,V,KING 2,Blue Line 7,OIL,GIN,SPRABERRY,"8,800 ft",2021-12-09,42-115-33851,32.6567355 / -101.9943144,475,2021-10-08,42,115,
105,Haynesville,AETHON ENERGY OPERATING L,LA,DE SOTO,12/14/2021,H,HA RC SUBB;HEWITT 8 H 001-ALT,Precision 559,GAS,RED RIVER-BULL BAYOU,HAYNESVILLE SHALE,"17,615 ft",2021-12-09,17-031-27009,32.1353316 / -93.6159611,1800,2021-05-20,17,31,
106,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,12/14/2021,H,HA RA SUE;SUS FORESTS 14-11 HC 001-ALT,Patterson 279,UNKNOWN,GRAND CANE,HAYNESVILLE,"25,000 ft",2021-12-13,17-031-27058,32.019245 / -93.7794658,1500,2021-10-12,17,31,
107,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,12/14/2021,H,HA RA SUW;OLYMPIA MIN 28-33 HC 001-ALT,Patterson 269,GAS,SPIDER,HAYNESVILLE,"24,000 ft",2021-11-25,17-031-27044,32.0041509 / -93.806902,1500,2021-08-27,17,31,
108,Haynesville,"EXCO OPERATING COMPANY, LP",LA,DE SOTO,12/14/2021,H,HA RA SUV;KILLIAN 7-6 HC 002-ALT,Nabors X33,GAS,KINGSTON,HAYNESVILLE,"23,000 ft",2021-11-30,17-031-27051,32.204879 / -93.7432746,1500,2021-09-22,17,31,
109,Haynesville,"GEP HAYNESVILLE II, LLC",LA,DE SOTO,12/14/2021,H,EISWERTH 17-8 HC 002,H&P 528,GAS,SPIDER,NON-UNITIZED MID HAYNESVILLE,"22,100 ft",2021-12-03,17-031-27060,31.9337562 / -93.7257062,1500,2021-10-12,17,31,
110,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,12/14/2021,H,JUR RA SUB;MARY G 21-28 HC 002-ALT,H&P 444,GAS,BRUSHY BAYOU,JUR,"24,000 ft",2021-11-26,17-031-27047,31.934888 / -93.6080491,1500,2021-09-21,17,31,
111,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,12/14/2021,H,JUR RA SUB;MARY G 21-28 HC 004-ALT,H&P 523,GAS,BRUSHY BAYOU,JUR,"24,000 ft",2021-11-22,17-031-27049,31.9338441 / -93.6078501,1500,2021-09-21,17,31,
112,Haynesville,GOODRICH PETROLEUM COMPA,LA,DE SOTO,12/14/2021,H,HA RA SU55;WURTSBAUGH 35 H 3-ALT,Basin 101,GAS,BETHANY LONGSTREET,HAYNESVILLE,"16,833 ft",2021-06-24,17-031-37019,32.1653341 / -93.9761025,1000,2021-08-13,17,31,
113,Haynesville,INDIGO MINERALS LLC,LA,DE SOTO,12/14/2021,H,HA RA SUDD;BGLY 28&21-14-16 HC 001-ALT,Independence 209,GAS,BETHANY LONGSTREET,HAYNESVILLE,"24,500 ft",2021-12-04,17-031-27041,32.1686569 / -94.0119651,1500,2021-08-19,17,31,
114,Haynesville,VINE ENERGY OPERATING LP,LA,DE SOTO,12/14/2021,H,HA RA SUGG;GALLASPY 26-23 HC 003-ALT,Cactus 149,GAS,TRENTON,HAYNESVILLE,"23,000 ft",2021-11-22,17-031-27016,31.9042722 / -93.6756582,1500,2021-06-01,17,31,
115,Haynesville,VINE OIL & GAS LP,LA,DE SOTO,12/14/2021,H,HA RA SUJ;HARTZ 4-33 HC 001-ALT,Cactus 165,GAS,TRENTON,HAYNESVILLE,"22,000 ft",2021-12-03,17-031-26998,31.9657211 / -93.7041443,1500,2021-04-20,17,31,
116,Anadarko,BLAKE PRODUCTION COMPANY INC,OK,DEWEY,12/14/2021,H,BIG CAT 1717 1-15-10-XHM,Power Rig 6,OIL & GAS, ,RED FORK,"17,038 ft",2021-11-18,35-043-23733,35.9419499 / -99.0048986,1200,2021-11-04,35,43,
117,Anadarko,COMANCHE EXPLORATION CO LLC,OK,DEWEY,12/14/2021,H,EVANS 18-1H,Atlas 7,OIL & GAS, ,MISSISSIPPIAN,"15,011 ft",2021-11-19,35-043-23728,36.0429619 / -98.7322923,1000,2021-09-14,35,43,
118,Eagleford,BURLINGTON RESOURCES O & G CO LP,TX,DEWITT,12/14/2021,H,MAURER UNIT A 7,H&P 256,OIL,EAGLEVILLE,EAGLE FORD-2,"17,000 ft",2021-12-07,42-123-34987,29.1381748 / -97.5331021,1500,2020-03-20,42,123,
119,Eagleford,"DEVON ENERGY PRODUCTION CO, L.P.",TX,DEWITT,12/14/2021,H,ZGABAY A 11H,H&P 541,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"16,000 ft",2021-12-09,42-123-35097,29.2584717 / -97.3900311,1500,2021-07-16,42,123,
120,Eagleford,ENSIGN OPERATING LLC,TX,DEWITT,12/14/2021,H,AFFLERBACH 01 - R01 - M01 B 02H,H&P 372,OIL & GAS,DE WITT,EAGLE FORD SHALE,"24,000 ft",2021-11-23,42-123-35120,29.023393 / -97.5369085,1500,2021-10-21,42,123,
121,Eagleford,"MAGNUM OPERATING, LLC",TX,DEWITT,12/14/2021,V,YELLOW ROSE 1,LAUSON 3,OIL & GAS,"HELEN GOHLKE,WILDCAT",MIDDLE WILCOX,"9,500 ft",2021-11-30,42-123-35123,29.0788193 / -97.0193569, ,2021-11-03,42,123,
122,Eagleford,"REPSOL OIL & GAS USA, LLC",TX,DEWITT,12/14/2021,H,SEILER-GANO (SA) B3 B 3H,Precision 568,OIL & GAS,SUGARKANE,EAGLE FORD,"15,000 ft",2021-11-26,42-123-34830,28.9774423 / -97.6053476,1500,2019-06-12,42,123,
123,Barnett,"ROSS, DWIGHT M. DRLG. CO., INC.",TX,DICKENS,12/14/2021,V,WATSON WINDMILL 1,MCG Drilling 1,OIL & GAS,WILDCAT, ,"4,500 ft",2021-12-10,42-125-31397,33.65403 / -100.610109,600,2021-10-22,42,125,
124,Eagleford,"CML EXPLORATION, LLC",TX,DIMMIT,12/14/2021,H,DRINKARD 1,Patterson 233,OIL & GAS,PEARSALL,AUSTIN CHALK,"6,515 ft",2021-12-03,42-127-38426,28.5863644 / -99.6842694,1500,2021-10-13,42,127,
125,Eagleford,"GRIT OIL & GAS MANAGEMENT, LLC",TX,DIMMIT,12/14/2021,H,HAMILTON RANCH A 3803H,Savanna 654,OIL & GAS,HUGH FITZSIMMONS,SAN MIGUEL,"3,950 ft",2021-12-06,42-127-38434,28.3464781 / -100.0604393,1200,2021-10-18,42,127,
126,Eagleford,"SN EF MAVERICK, LLC",TX,DIMMIT,12/14/2021,H,BRISCOE CHIP EAST RANCH UNIT F 01HA,Independence 301,OIL & GAS,BRISCOE RANCH,EAGLEFORD,"8,500 ft",2021-12-01,42-127-38348,28.29211 / -99.6781773,1500,2020-10-01,42,127,
127,Eagleford,"TRINITY OPERATING (USG), LLC",TX,DIMMIT,12/14/2021,H,NANCE RANCH A UNIT 4H,Cactus 161,OIL & GAS,BRISCOE RANCH,EAGLEFORD,"8,000 ft",2021-12-08,42-127-38401,28.5857229 / -99.5913221,1500,2021-07-14,42,127,
128,Uintah,"CH4-FINLEY OPERATING, LLC",UT,DUCHESNE,12/14/2021,H,RP TRIBAL 21N-31W-H5UB,Aztec 920,OIL,NORTH MYTON BENCH,WASATCH,"19,408 ft",2021-12-04,43-013-53952,40.2014221 / -109.9990182,1000,2021-11-04,43,13,
129,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,12/14/2021,,PRESBYTERY 10/9-15/16-C4-1H,Nabors X18,UNKNOWN, , , ,2021-11-28,43-013-54057,40.224247 / -110.311676,1500, ,43,13,
130,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,12/14/2021,H,GRIZZLY RIDGE 16-15-16-C4-5H,Nabors X26,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"20,907 ft",2021-12-11,43-013-54192,40.2128327 / -110.3116096,1500,2021-11-02,43,13,
131,Uintah,"OVINTIV PRODUCTION, INC.",UT,DUCHESNE,12/14/2021,H,ALICE 13-7 4-3-18-19-7H,H&P 522,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"17,755 ft",2021-12-02,43-013-54179,40.1431517 / -110.275017,1500,2021-10-19,43,13,
132,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,12/14/2021,H,FLAMING DRAGON 63-2526-23P,H&P 520,OIL,BLUEBELL,UTELAND BUTTE,"20,447 ft",2021-11-23,43-013-54164,40.2782709 / -110.1588214,1500,2021-09-14,43,13,
133,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,12/14/2021,H,FLAMING DRAGON 51-2526-23W,H&P 524,OIL,BLUEBELL,WASATCH,"21,034 ft",2021-11-25,43-013-54162,40.278366 / -110.1581726,1500,2021-09-14,43,13,
134,DJ Basin,"MURFIN DRILLING COMPANY, INC",NE,DUNDY,12/14/2021,V,LUTZ UNIT 1-12,Murfin 3,OIL,WILDCAT,MISSISSIPPIAN,"5,400 ft",2021-12-07,26-057-21926,40.2422745 / -101.7845923,400,2021-12-01,26,57,
135,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/14/2021,H,THORP FEDERAL 6-28H,Nabors B01,UNKNOWN,LITTLE KNIFE, , ,2021-12-06,33-025-04333,47.6271674 / -103.0530702,1500,2021-08-25,33,25,
136,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/14/2021,H,BANG 9-4H1,Nabors B06,UNKNOWN,CEDAR COULEE, , ,2021-12-10,33-025-04372,47.4894226 / -102.9105234,1500,2021-10-11,33,25,
137,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/14/2021,H,WHITMAN FIU 4-34H1,Cyclone 38,UNKNOWN,OAKDALE, , ,2021-12-08,33-025-04377,47.5155071 / -102.9057598,1500,2021-10-13,33,25,
138,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/14/2021,H,DENNIS FIU 10-8H,H&P 454,CONFIDENTIAL,CEDAR COULEE, , ,2021-12-04,33-025-04182,47.5728972 / -102.9366283,1500,2021-02-09,33,25,
139,Bakken,ENERPLUS RESOURCES USA CORPORATION,ND,DUNN,12/14/2021,H,MORAY 149-94-36C-25H-TF,True 40,OIL & GAS,SQUAW CREEK,BAKKEN,"21,576 ft",2021-12-05,33-025-03922,47.6717712 / -102.6497105,1500,2020-12-08,33,25,
140,Bakken,HUNT OIL COMPANY,ND,DUNN,12/14/2021,,HALLIDAY 145-93-15-22H 4,H&P 640,UNKNOWN, , , ,2021-12-07,33-025-04347,47.3874054 / -102.5110168,1500, ,33,25,
141,Bakken,MARATHON OIL COMPANY,ND,DUNN,12/14/2021,H,CHERYL 41-18H,H&P 259,DISPOSAL,BAILEY,BAKKEN,"21,357 ft",2021-12-13,33-025-04364,47.4720365 / -102.5689898,1500,2021-09-29,33,25,
142,Bakken,MARATHON OIL COMPANY,ND,DUNN,12/14/2021,H,ITHAMAR 41-13TFH,H&P 535,OIL & GAS,BAILEY,BAKKEN,"21,349 ft",2021-12-09,33-025-04354,47.4722695 / -102.5866542,1500,2021-09-21,33,25,
143,Gulf Coast,"SAFARI PRODUCTION COMPANY, INC.",TX,DUVAL,12/14/2021,V,MOBIL FEE 5,Energy 16,GAS,DESTINO,"LOWER HOUSE, SLICK B, WX. ""W"" SAND, WX. MIDDLE HOUSE, WX. RONNIE SD.","14,645 ft",2021-11-15,42-131-38234,27.7507781 / -98.6056804,2000,2021-11-03,42,131,
144,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,12/14/2021,H,BOPIE 2734 E 103H,NorAm 25,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-08,42-135-43815,31.744406 / -102.3321513,1800,2021-07-16,42,135,
145,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,12/14/2021,H,BOPIE 2734 G 104H,NorAm 28,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-08,42-135-43813,31.7430697 / -102.338209,1900,2021-07-12,42,135,
146,Permian - Delaware,CHEVRON USA INCORPORATED,NM,EDDY,12/14/2021,H,CB MOTHMA 23 14 FEE 10 402H,Patterson 257,OIL,PURPLE SAGE,WOLFCAMP (GAS),"20,094 ft",2021-12-13,30-015-48349,32.2863302 / -104.0641689,1500,2021-05-20,30,15,
147,Permian - Delaware,COG OPERATING LLC,NM,EDDY,12/14/2021,H,SCOUT STATE COM 605H,H&P 486,GAS,PURPLE SAGE,WOLFCAMP,"24,213 ft",2021-11-30,30-015-46959,32.1642536 / -104.132965,1500,2020-04-03,30,15,
148,Permian - Delaware,COG OPERATING LLC,NM,EDDY,12/14/2021,H,SCOUT STATE COM 603H,Scan Quest,GAS,PURPLE SAGE,WOLFCAMP (GAS),"24,852 ft",2021-12-02,30-015-46957,32.1656908 / -104.1270035,1500,2020-04-03,30,15,
149,Permian - Delaware,COG OPERATING LLC,NM,EDDY,12/14/2021,H,SCOUT STATE COM 602H,Pioneer 84,GAS,PURPLE SAGE,WOLFCAMP (GAS),"24,869 ft",2021-12-05,30-015-46956,32.1656996 / -104.1210564,1500,2020-04-03,30,15,
150,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,12/14/2021,H,SHAMROCK 34 FED COM 132H,H&P 510,OIL,"OLD MILLMAN RANCH,WINCHESTER","BONE SPRING, BS (ASSOC)","18,906 ft",2021-12-07,30-015-47751,32.6171877 / -104.1572475,1500,2020-12-02,30,15,
151,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,12/14/2021,H,BLACK DIAMOND 34 FED 133H,Nabors M7506,OIL,PARKWAY,BONE SPRING,"16,804 ft",2021-12-10,30-015-47824,32.6129766 / -104.0552799,1150,2020-12-15,30,15,
152,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,12/14/2021,H,COTTON DRAW UNIT 606H,Cactus 132,OIL,PURPLE SAGE,WOLFCAMP (GAS),"19,253 ft",2021-11-22,30-015-47296,32.1944794 / -103.7489065,2000,2020-07-16,30,15,
153,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,12/14/2021,H,TODD 36-25 STATE FED COM 628H,Nabors M7503,OIL,WC,WOLFCAMP,"22,174 ft",2021-12-05,30-015-47323,32.2541275 / -103.7259563,1150,2020-08-11,30,15,
154,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,12/14/2021,H,COTTON DRAW UNIT 601H,Cactus 129,OIL,PADUCA,BONE SPRING (O),"19,630 ft",2021-11-19,30-015-47299,32.1945397 / -103.7534567,2000,2020-07-17,30,15,
155,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/14/2021,H,DIRE WOLF 12 FED 733H,H&P 298,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,643 ft",2021-12-11,30-015-47651,32.0525445 / -103.8408422,1500,2020-11-10,30,15,
156,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/14/2021,H,DIRE WOLF 12 FED 712H,Nabors 1206,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,370 ft",2021-12-01,30-015-47684,32.0532987 / -103.8379543, ,2020-11-16,30,15,
157,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/14/2021,H,GOLDEN GRAHAM 1 STATE COM 702H,H&P 249,OIL,PURPLE SAGE,WOLFCAMP (GAS),"19,813 ft",2021-12-07,30-015-48313,32.0649316 / -104.0433502,1500,2021-05-13,30,15,
158,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/14/2021,H,DIRE WOLF 12 FED 729H,Nabors 1210,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,666 ft",2021-11-18,30-015-47649,32.0544557 / -103.8343729, ,2020-11-10,30,15,
159,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,12/14/2021,H,JOE HOLLINGSWORTH FEE 135H,Patterson 810,OIL,SOUTH CULEBRA BLUFF,BONE SPRING,"18,276 ft",2021-11-25,30-015-48996,32.3831155 / -104.1003522,1500,2021-10-22,30,15,
160,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,12/14/2021,H,KEN WILSON 14 15 112H,Patterson 256,OIL,MALAGA,BONE SPRING,"17,800 ft",2021-12-13,30-015-48103,32.2197074 / -104.0505553,1500,2021-03-23,30,15,
161,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/14/2021,H,ROCK SPUR 27 W2BO STATE 001H,Patterson 816,GAS,PURPLE SAGE,WOLFCAMP (GAS),"15,238 ft",2021-12-06,30-015-49108,32.195339 / -104.0741761,1500,2021-11-22,30,15,
162,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/14/2021,H,SAN LORENZO 9 W1OB FEE 001H,Patterson 263,GAS,PURPLE SAGE,WOLFCAMP (GAS),"14,295 ft",2021-12-11,30-015-48896,32.1381916 / -104.0923332,1500,2021-09-01,30,15,
163,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/14/2021,H,PERAZZI 9/10 B2MP FED 1H,Patterson 574,OIL,PARKWAY,BONE SPRING,"18,442 ft",2021-11-20,30-015-48723,32.5851785 / -104.0884488,1200,2021-07-12,30,15,
164,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/14/2021,H,BOONDOCK 3 W0PA STATE COM 001H,Patterson 245,GAS,PURPLE SAGE,WOLFCAMP (GAS),"14,469 ft",2021-12-05,30-015-48734,32.1525197 / -104.0704897,1500,2021-07-28,30,15,
165,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/14/2021,H,HOSS 2/11 W0AP FED COM 1H,Patterson 560,GAS,PURPLE SAGE,WOLFCAMP (GAS),"19,740 ft",2021-11-28,30-015-48287,32.1656766 / -104.0530866,1500,2021-05-06,30,15,
166,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/14/2021,H,PRINCE 31 B2EH FED COM 1H,Patterson 270,OIL,WILLOW LAKE,BONE SPRING,"13,454 ft",2021-12-07,30-015-48710,32.176831 / -104.0312583,1500,2021-07-07,30,15,
167,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,12/14/2021,H,OVATION FED COM 1318 235H,Frontier 19,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,997 ft",2021-12-06,30-015-49075,32.3086113 / -104.0518349,1500,2021-10-21,30,15,
168,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,12/14/2021,H,OVATION FED COM 1318 211H,Frontier 20,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,186 ft",2021-12-05,30-015-49100,32.31086 / -104.0507655,2000,2021-11-18,30,15,
169,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,12/14/2021,H,ASTRODOG FED COM 0809 231H,Precision 596,GAS,PURPLE SAGE,WOLFCAMP (GAS),"18,698 ft",2021-12-07,30-015-48654,32.3239272 / -104.0120592,1800,2021-07-01,30,15,
170,Permian - Delaware,OXY USA INCORPORATED,NM,EDDY,12/14/2021,H,PURE GOLD MDP1 29 17 FEDERAL COM 171H,Pioneer 82,OIL,WC-015 G-08 S233135D,WOLFCAMP,"24,207 ft",2021-12-11,30-015-45716,32.2700537 / -103.8053512,1500,2019-02-13,30,15,
171,Permian - Delaware,SPUR ENERGY PARTNERS LLC,NM,EDDY,12/14/2021,H,WAUKEE 36 STATE COM 51H,AKITA 57,OIL,NORTHEAST RED LAKE,GLORIETA-YESO,"9,804 ft",2021-12-12,30-015-49019,32.7896458 / -104.2218232,1150,2021-10-28,30,15,
172,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,EDDY,12/14/2021,H,CYPRESS 33 FED COM 213H,H&P 466,GAS,PURPLE SAGE,WOLFCAMP (GAS),"15,400 ft",2021-11-29,30-015-47860,32.2683594 / -103.9850413,1500,2020-12-18,30,15,
173,Permian - Delaware,"XTO ENERGY, INC.",NM,EDDY,12/14/2021,H,REMUDA SOUTH 25 STATE 707H,Nabors X32,OIL,"FORTY NINER RIDGE BONE SPRING,WEST",BONE SPRING,"16,503 ft",2021-12-08,30-015-48541,32.2766022 / -103.9317987,1500,2021-06-21,30,15,
174,Permian - Delaware,XTO PERMIAN OPERATING LLC.,NM,EDDY,12/14/2021,H,POKER LAKE UNIT 28-21 BS 107H,H&P 549,GAS,PURPLE SAGE,WOLFCAMP (GAS),"19,820 ft",2021-12-09,30-015-48954,32.1070916 / -103.7771061, ,2021-09-14,30,15,
175,Permian - Delaware,XTO PERMIAN OPERATING LLC.,NM,EDDY,12/14/2021,H,POKER LAKE UNIT 28-21 BS 104H,H&P 552,GAS,PURPLE SAGE,WOLFCAMP (GAS),"19,777 ft",2021-12-12,30-015-48952,32.1070719 / -103.7846661,1500,2021-09-14,30,15,
176,Northeast,SENECA RESOURCES CORP,PA,ELK,12/14/2021,H,D09-M (SRC-WT-2333) 403HU 53365,Falcon 27,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"23,915 ft",2021-11-29,37-047-25103,41.5699022 / -78.4429622,850,2021-04-15,37,47,
177,Anadarko,MEWBOURNE OIL COMPANY,OK,ELLIS,12/14/2021,H,ELIANA 5/32 NC 1H,Patterson 576,OIL & GAS, ,CHEROKEE,"19,256 ft",2021-11-22,35-045-23846,36.1451642 / -99.8944634,1200,2021-10-11,35,45,
178,Anadarko,MEWBOURNE OIL COMPANY,OK,ELLIS,12/14/2021,H,MEMPHIS 5/32 PA 1H,Patterson 287,OIL & GAS, ,CHEROKEE,"19,776 ft",2021-12-12,35-045-23845,36.0573746 / -99.7789193,1500,2021-09-16,35,45,
179,Gulf Coast,"ARENA OFFSHORE, LP",LA,EUGENE IS. OFFSHORE,12/14/2021,D,K008  ,White Fleet 350,OIL & GAS,EI238,C-15 FB-K7, ,2021-12-07,17-709-41304,28.5334121 / -91.4959107, ,2021-12-06,17,709,
180,Offshore,"ENVEN ENERGY VENTURES, LLC",GOM,EWING BANK,12/14/2021,D,A011  ,Nabors MODS 200,OIL & GAS,LOBSTER/OYSTER,BUL-1, ,2021-11-08,60-810-50050,28.1012345 / -90.2021891,2000,2021-11-08,60,810,
181,Offshore,WALTER OIL & GAS CORPORATION,GOM,EWING BANK,12/14/2021,D,A009  ,TO Discoverer Inspiration,OIL & GAS,EW878,19000' SAND, ,2021-12-06,60-810-40157,28.1606085 / -89.9484299,6900,2018-07-31,60,810,
182,Eagleford,"DALLAS PETROLEUM GROUP, LLC",TX,FAYETTE,12/14/2021,H,SAMPSON-MUELLER UNIT A 4H,Independence 230,OIL,GIDDINGS,AUSTIN CHALK-3,"10,800 ft",2021-11-13,42-149-33532,30.0952643 / -96.8088181, ,2021-11-05,42,149,
183,Eagleford,INEOS USA OIL & GAS LLC,TX,FAYETTE,12/14/2021,H,CLIFFHANGER OL UNIT 2H,H&P 511,OIL,GIDDINGS,AUSTIN CHALK-3,"8,300 ft",2021-11-22,42-149-33530,29.9621948 / -97.0363627,1500,2021-10-15,42,149,
184,Eagleford,INEOS USA OIL & GAS LLC,TX,FAYETTE,12/14/2021,H,LAGRANGE TOWNSITE 2RE,Precision 523,OIL,GIDDINGS,AUSTIN CHALK-3,"14,681 ft",2021-11-21,42-149-32902,29.8956017 / -96.865947,1200,2021-10-27,42,149,
185,Eagleford,RAMTEX ENERGY LLC,TX,FAYETTE,12/14/2021,H,CREED 1 1H,Patterson 266,GAS,GIDDINGS,"AUSTIN CHALK, GAS","14,000 ft",2021-12-12,42-149-33533,29.8397591 / -96.7476525,1500,2021-11-10,42,149,
186,Eagleford,VERDUN OIL & GAS LLC,TX,FAYETTE,12/14/2021,H,CAMBRAI 1H,Nabors 1204,GAS,GIDDINGS,"AUSTIN CHALK, GAS","15,000 ft",2021-11-24,42-149-33527,30.0041856 / -96.6191218, ,2021-09-10,42,149,
187,Barnett,"BROWNING OIL COMPANY, INC.",TX,FISHER,12/14/2021,H,GRAND TETON 109-128 1H,Power Rig 2,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"7,500 ft",2021-11-16,42-151-33224,32.8284038 / -100.5095173,1200,2021-11-08,42,151,
188,Barnett,"BROWNING OIL COMPANY, INC.",TX,FISHER,12/14/2021,H,CARLSBAD CAVERNS 54-55 1H,Power Rig 4,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"7,500 ft",2021-11-21,42-151-33227,32.8210769 / -100.5408074,1200,2021-11-17,42,151,
189,Barnett,"MORIAH OPERATING,LLC",TX,FISHER,12/14/2021,H,JENNA UNIT 1H,LASSO 101,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"7,000 ft",2021-12-02,42-151-33166,32.7626257 / -100.6073002, ,2020-01-29,42,151,
190,Barnett,"PEREGRINE PETROLEUM PRTNR, LTD.",TX,FISHER,12/14/2021,H,WASH C001H,Power Rig 7,OIL & GAS,"GARDEN CITY, S.,WILDCAT",WOLFCAMP,"6,000 ft",2021-12-11,42-151-33226,32.9599499 / -100.183847,1500,2021-12-02,42,151,
191,Anadarko,"CARMEN SCHMITT, INC.",KS,FORD,12/14/2021,V,HEYEN TRUST 1-27,Murfin 114,OIL, ,MISSISSIPPI,"5,500 ft",2021-11-30,15-057-21062,37.5870122 / -100.1563773,950,2021-11-05,15,57,
192,DJ Basin,THOROUGHBRED ASSOCIATES LLC,NE,FRANKLIN,12/14/2021,V,WOOL MEIER 7-1,Murfin 24,OIL,LUERS,ARBUCKLE,"4,500 ft",2021-12-13,26-061-21026,40.375976 / -99.1816514,400,2021-11-30,26,61,
193,Eagleford,"TRINITY OPERATING (USG), LLC",TX,FRIO,12/14/2021,H,BURNS RANCH E 102H,Ensign T132,OIL & GAS,BRISCOE RANCH,EAGLEFORD,"8,000 ft",2021-12-08,42-163-34274,28.6698616 / -99.0883953,1500,2021-11-09,42,163,
