,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1
97,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,12/20/2021,H,GO FOR GIN 27 STATE UNIT 2H,Unit 405,OIL & GAS,"FORD, WEST,SANDBAR","BONE SPRING, WOLFCAMP","15,000 ft",2021-12-15,42-109-33788,31.819377 / -104.2624275,1500,2021-09-23,42,109,,
98,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,12/20/2021,H,AUTHENTIC 13 F STATE 6H,Cactus 156,OIL & GAS,"FORD, WEST",WOLFCAMP,"15,000 ft",2021-11-24,42-109-33785,31.9539126 / -104.1137694,1500,2021-09-22,42,109,,
99,Permian - Delaware,CIMAREX ENERGY CO.,TX,CULBERSON,12/20/2021,H,AUTHENTIC 13 A STATE 1H,H&P 499,OIL & GAS,"FORD, WEST",WOLFCAMP,"15,000 ft",2021-12-14,42-109-33780,31.9536509 / -104.1233077,1500,2021-09-22,42,109,,
100,Permian - Delaware,CONOCOPHILLIPS COMPANY,TX,CULBERSON,12/20/2021,H,DUST DEVIL 4H,Nabors 891,OIL & GAS,"FORD, WEST",WOLFCAMP,"18,000 ft",2021-11-30,42-109-33732,31.8672182 / -104.1009307,1500,2021-04-08,42,109,,
101,Anadarko,CONTINENTAL RESOURCES INC,OK,CUSTER,12/20/2021,H,SCHROCK 2-14-23-26XHM,H&P 544,OIL & GAS, ,MISSISSIPPIAN, ,2021-12-04,35-039-22597,35.694937 / -98.657104,1500,2021-11-04,35,39,,
102,Anadarko,CONTINENTAL RESOURCES INC,OK,CUSTER,12/20/2021,H,SCHROCK 3-14-23-26XHM,H&P 529,OIL & GAS, ,MISSISSIPPIAN, ,2021-11-23,35-039-22598,35.6924796 / -98.6614082,1500,2021-11-04,35,39,,
103,Anadarko,CRAWLEY PETROLEUM CORPORATION,OK,CUSTER,12/20/2021,H,CAMPBELL UNIT 4-6MHX,Cactus 126,OIL & GAS, ,MISSISSIPPIAN,"23,110 ft",2021-11-13,35-039-22596,35.7248571 / -98.8400242,1400,2021-10-20,35,39,,
104,Barnett,"GHA BARNETT, LLC",TX,DALLAS,12/20/2021,H,APPALOOSA 13H,Ensign T135,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-13,42-113-30289,32.7769915 / -97.0218181,1500,2021-10-05,42,113,,
105,Permian - Midland,CALLON PETROLEUM OPERATING CO,TX,DAWSON,12/20/2021,H,CHAPARRAL UNIT A5 5AH,Cactus 162,OIL & GAS,SPRABERRY,TREND AREA,"8,900 ft",2021-12-12,42-115-33848,32.5260723 / -101.6887807,1500,2021-11-18,42,115,,
106,Permian - Midland,"CGS OPERATING, LLC",TX,DAWSON,12/20/2021,V,ROCKWOOD 1,AKITA 524,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-07,42-115-33856,32.6574833 / -101.9122509,1500,2021-11-22,42,115,,
107,Permian - Midland,"HALVEY ENERGY, LLC",TX,DAWSON,12/20/2021,V,KING 2,Blue Line 7,OIL,GIN,SPRABERRY,"8,800 ft",2021-12-10,42-115-33851,32.6567355 / -101.9943144,475,2021-10-08,42,115,,
108,Haynesville,AETHON ENERGY OPERATING L,LA,DE SOTO,12/20/2021,H,HA RC SUBB;HEWITT 8 H 001-ALT,Precision 559,GAS,RED RIVER-BULL BAYOU,HAYNESVILLE SHALE,"17,615 ft",2021-12-09,17-031-27009,32.1351945 / -93.6160942,1800,2021-05-20,17,31,,
109,Haynesville,"CHESAPEAKE OPERATING, L.L.C",LA,DE SOTO,12/20/2021,H,HA RA SUK;WANSLEY25&24-12-13HC 001-ALT,Nabors B11,GAS,RED RIVER-BULL BAYOU,HAYNESVILLE,"20,137 ft",2021-12-19,17-031-27063,32.0011032 / -93.6567092,1500,2021-11-16,17,31,,
110,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,12/20/2021,H,HA RA SUE;SUS FORESTS 14-11 HC 001-ALT,Patterson 279,UNKNOWN,GRAND CANE,HAYNESVILLE,"25,000 ft",2021-12-13,17-031-27058,32.019245 / -93.7794658,1500,2021-10-12,17,31,,
111,Haynesville,"COMSTOCK OIL & GAS--LA, LLC",LA,DE SOTO,12/20/2021,H,HA RA SUW;OLYMPIA MIN 28-33 HC 001-ALT,Patterson 269,GAS,SPIDER,HAYNESVILLE,"24,000 ft",2021-11-25,17-031-27044,32.0041509 / -93.806902,1500,2021-08-27,17,31,,
112,Haynesville,"EXCO OPERATING COMPANY, LP",LA,DE SOTO,12/20/2021,H,HA RA SUV;KILLIAN 7-6 HC 002-ALT,Nabors X33,GAS,KINGSTON,HAYNESVILLE,"23,000 ft",2021-11-30,17-031-27051,32.2048781 / -93.7432778,1500,2021-09-22,17,31,,
113,Haynesville,"GEP HAYNESVILLE II, LLC",LA,DE SOTO,12/20/2021,H,EISWERTH 17-8 HC 001,H&P 528,GAS,SPIDER,NON-UNITIZED HAYNESVILLE,"23,000 ft",2021-12-14,17-031-27059,31.933758 / -93.7257067,1500,2021-10-12,17,31,,
114,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,12/20/2021,H,JUR RA SUB;MARY G 21-28 HC 001,H&P 523,GAS,BRUSHY BAYOU,JUR,"24,000 ft",2021-12-11,17-031-27046,31.9338413 / -93.6078716,1500,2021-09-21,17,31,,
115,Haynesville,"GEP HAYNESVILLE, LLC",LA,DE SOTO,12/20/2021,H,JUR RA SUB;MARY G 21-28 HC 002-ALT,H&P 444,GAS,BRUSHY BAYOU,JUR,"24,000 ft",2021-11-26,17-031-27047,31.9348907 / -93.6080531,1500,2021-09-21,17,31,,
116,Haynesville,INDIGO MINERALS LLC,LA,DE SOTO,12/20/2021,H,HA RA SUDD;BGLY 28&21-14-16 HC 002-ALT,Independence 209,GAS,BETHANY LONGSTREET,HAYNESVILLE,"24,500 ft",2021-12-12,17-031-27042,32.1687827 / -94.0119912,1500,2021-08-19,17,31,,
117,Haynesville,"SWN PRODUCTION (LOUISIANA), LLC",LA,DE SOTO,12/20/2021,H,HA RA SU95;GRAY 32&29-14-16 HC 001,SWN Drilling 44,UNKNOWN,BETHANY LONGSTREET, ,"25,000 ft",2021-12-18,17-031-27079,32.1531659 / -94.0237916,1500,2021-12-16,17,31,,
118,Haynesville,VINE ENERGY OPERATING LP,LA,DE SOTO,12/20/2021,H,HA RA SUGG;GALLASPY 26-23 HC 003-ALT,Cactus 149,GAS,TRENTON,HAYNESVILLE,"23,000 ft",2021-11-22,17-031-27016,31.9042722 / -93.6756582,1500,2021-06-01,17,31,,
119,Haynesville,VINE OIL & GAS LP,LA,DE SOTO,12/20/2021,H,HA RA SUJ;HARTZ 4-33 HC 002-ALT,Cactus 165,GAS,TRENTON,HAYNESVILLE,"22,000 ft",2021-12-10,17-031-26999,31.9657466 / -93.7041547,1500,2021-04-20,17,31,,
120,Anadarko,COMANCHE EXPLORATION CO LLC,OK,DEWEY,12/20/2021,H,EVANS 18-1H,Atlas 7,OIL & GAS, ,MISSISSIPPIAN,"15,011 ft",2021-11-19,35-043-23728,36.0429644 / -98.7322938,1000,2021-09-14,35,43,,
121,Eagleford,BURLINGTON RESOURCES O & G CO LP,TX,DEWITT,12/20/2021,H,MAURER UNIT A 7,H&P 256,OIL,EAGLEVILLE,EAGLE FORD-2,"17,000 ft",2021-12-07,42-123-34987,29.0654218 / -97.6550961,1500,2020-03-20,42,123,,
122,Eagleford,"DEVON ENERGY PRODUCTION CO, L.P.",TX,DEWITT,12/20/2021,H,ZGABAY A 11H,H&P 541,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"16,000 ft",2021-12-09,42-123-35097,29.2584837 / -97.3900325,1500,2021-07-16,42,123,,
123,Eagleford,ENSIGN OPERATING LLC,TX,DEWITT,12/20/2021,H,AFFLERBACH 01 - R01 - M01 B 02H,H&P 372,OIL & GAS,DE WITT,EAGLE FORD SHALE,"24,000 ft",2021-11-23,42-123-35120,29.0232611 / -97.5369861,1500,2021-10-21,42,123,,
124,Eagleford,"MAGNUM OPERATING, LLC",TX,DEWITT,12/20/2021,V,YELLOW ROSE 1,LAUSON 3,OIL & GAS,"HELEN GOHLKE,WILDCAT",MIDDLE WILCOX,"9,500 ft",2021-11-30,42-123-35123,29.0788193 / -97.0193569, ,2021-11-03,42,123,,
125,Eagleford,"REPSOL OIL & GAS USA, LLC",TX,DEWITT,12/20/2021,H,SEILER-GANO (SA) B3 B 3H,Precision 568,OIL & GAS,SUGARKANE,EAGLE FORD,"15,000 ft",2021-11-26,42-123-34830,28.9774373 / -97.6053486,1500,2019-06-12,42,123,,
126,Eagleford,"ROSEWOOD RESOURCES, INC.",TX,DEWITT,12/20/2021,H,YORKTOWN 1H,Nabors 1202,GAS,DE WITT,EAGLE FORD SHALE,"14,350 ft",2021-12-15,42-123-35126,29.0033428 / -97.5264361, ,2021-12-02,42,123,,
127,Barnett,"ROSS, DWIGHT M. DRLG. CO., INC.",TX,DICKENS,12/20/2021,V,WATSON WINDMILL 1,MCG Drilling 1,OIL & GAS,WILDCAT, ,"4,500 ft",2021-12-10,42-125-31397,33.65403 / -100.610109,600,2021-10-22,42,125,,
128,Eagleford,"CML EXPLORATION, LLC",TX,DIMMIT,12/20/2021,H,DRINKARD 1,Patterson 233,OIL & GAS,PEARSALL,AUSTIN CHALK,"6,515 ft",2021-12-03,42-127-38426,28.5863644 / -99.6842694,1500,2021-10-13,42,127,,
129,Eagleford,"GRIT OIL & GAS MANAGEMENT, LLC",TX,DIMMIT,12/20/2021,H,HAMILTON RANCH A 3805H,Savanna 654,OIL,HUGH FITZSIMMONS,SAN MIGUEL,"3,950 ft",2021-12-11,42-127-38435,28.3465023 / -100.0603836,1200,2021-10-18,42,127,,
130,Eagleford,"SN EF MAVERICK, LLC",TX,DIMMIT,12/20/2021,H,BRISCOE CHIP EAST RANCH UNIT F 01HC,Independence 301,OIL & GAS,BRISCOE RANCH,EAGLEFORD,"8,500 ft",2021-12-10,42-127-38349,28.292113 / -99.6781724,1500,2020-10-01,42,127,,
131,Uintah,"CH4-FINLEY OPERATING, LLC",UT,DUCHESNE,12/20/2021,H,RP TRIBAL 21N-31W-H3UB,Aztec 920,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"19,369 ft",2021-12-14,43-013-53953,40.2014221 / -109.9989114,1000,2021-11-03,43,13,,
132,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,12/20/2021,H,PRESBYTERY 1-15-16-C4-1H,Nabors X18,OIL,ALTAMONT,UTELAND BUTTE,"20,110 ft",2021-12-15,43-013-54057,40.224247 / -110.311676,1500,2021-01-19,43,13,,
133,Uintah,"EP ENERGY E&P COMPANY, LP",UT,DUCHESNE,12/20/2021,H,GRIZZLY RIDGE 16-15-16-C4-5H,Nabors X26,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"20,907 ft",2021-12-11,43-013-54192,40.2128567 / -110.3116049,1500,2021-11-02,43,13,,
134,Uintah,"OVINTIV PRODUCTION, INC.",UT,DUCHESNE,12/20/2021,H,ALICE 13-7 4-3-18-19-7H,H&P 522,OIL,NORTH MYTON BENCH,UTELAND BUTTE,"17,755 ft",2021-12-02,43-013-54179,40.1431338 / -110.2750754,1500,2021-10-19,43,13,,
135,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,12/20/2021,H,FLAMING DRAGON 63-2526-23P,H&P 520,OIL,BLUEBELL,UTELAND BUTTE,"20,447 ft",2021-11-23,43-013-54164,40.2782574 / -110.1588235,1500,2021-09-14,43,13,,
136,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,12/20/2021,H,BAKE 54-2413-22G,Frontier 16,OIL,BLUEBELL,WASATCH,"20,239 ft",2021-12-16,43-013-54126,40.2868652 / -110.0584924,2000,2021-05-27,43,13,,
137,Uintah,"XCL ASSETCO, LLC",UT,DUCHESNE,12/20/2021,H,FLAMING DRAGON 81-2526-23T,H&P 524,OIL,BLUEBELL,GREEN RIVER - LOWER,"19,706 ft",2021-12-14,43-013-54171,40.2783769 / -110.1581759,1500,2021-09-16,43,13,,
138,DJ Basin,"MURFIN DRILLING COMPANY, INC",NE,DUNDY,12/20/2021,V,LUTZ UNIT 1-12,Murfin 3,OIL,WILDCAT,MISSISSIPPIAN,"5,400 ft",2021-12-07,26-057-21926,40.2422747 / -101.7845895,400,2021-12-01,26,57,,
139,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/20/2021,H,THORP FEDERAL 6-28H,Nabors B01,UNKNOWN,LITTLE KNIFE, , ,2021-12-06,33-025-04333,47.6271707 / -103.053067,1500,2021-08-25,33,25,,
140,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/20/2021,H,BANG 9-4H1,Nabors B06,UNKNOWN,CEDAR COULEE, , ,2021-12-10,33-025-04372,47.4893917 / -102.9105075,1500,2021-10-11,33,25,,
141,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/20/2021,H,DENNIS FIU 13-8H1,Cyclone 38,CONFIDENTIAL,CEDAR COULEE, , ,2021-12-15,33-025-04161,47.5155068 / -102.9057598,1500,2021-02-08,33,25,,
142,Bakken,"CONTINENTAL RESOURCES, INC.",ND,DUNN,12/20/2021,H,DENNIS FIU 12-8H,H&P 454,CONFIDENTIAL,CEDAR COULEE, , ,2021-12-14,33-025-04184,47.5728369 / -102.9366295,1500,2021-02-09,33,25,,
143,Bakken,ENERPLUS RESOURCES USA CORPORATION,ND,DUNN,12/20/2021,H,MORAY 149-94-36C-25H-TF,True 40,OIL & GAS,SQUAW CREEK,BAKKEN,"21,576 ft",2021-12-05,33-025-03922,47.6717678 / -102.6497273,1500,2020-12-08,33,25,,
144,Bakken,HUNT OIL COMPANY,ND,DUNN,12/20/2021,,HALLIDAY 145-93-15-22H 4,H&P 640,UNKNOWN, , , ,2021-12-07,33-025-04347,47.3874054 / -102.5110168,1500, ,33,25,,
145,Bakken,MARATHON OIL COMPANY,ND,DUNN,12/20/2021,H,CHERYL 41-18H,H&P 259,DISPOSAL,BAILEY,BAKKEN,"21,357 ft",2021-12-12,33-025-04364,47.4720349 / -102.5690359,1500,2021-09-29,33,25,,
146,Bakken,MARATHON OIL COMPANY,ND,DUNN,12/20/2021,H,ITHAMAR 41-13TFH,H&P 535,OIL & GAS,BAILEY,BAKKEN,"21,349 ft",2021-12-09,33-025-04354,47.4722591 / -102.5866651,1500,2021-09-21,33,25,,
147,Bakken,MARATHON OIL COMPANY,ND,DUNN,12/20/2021,H,STATE MELMAN 34-36TFH,Nabors X10,OIL & GAS,BAILEY,BAKKEN,"20,885 ft",2021-12-14,33-025-04388,47.4173803 / -102.5956996,1500,2021-11-18,33,25,,
148,Gulf Coast,"SAFARI PRODUCTION COMPANY, INC.",TX,DUVAL,12/20/2021,V,MOBIL FEE 5,Energy 16,GAS,DESTINO,"LOWER HOUSE, SLICK B, WX. ""W"" SAND, WX. MIDDLE HOUSE, WX. RONNIE SD.","14,645 ft",2021-11-15,42-131-38234,27.7507846 / -98.6056821,2000,2021-11-03,42,131,,
149,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,12/20/2021,H,BOPIE 2734 E 103H,NorAm 25,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-08,42-135-43815,31.7444001 / -102.3321679,1800,2021-07-16,42,135,,
150,Permian - Midland,FIREBIRD ENERGY LLC,TX,ECTOR,12/20/2021,H,BOPIE 2734 G 104H,NorAm 28,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-08,42-135-43813,31.7430674 / -102.3382272,1900,2021-07-12,42,135,,
151,Permian - Delaware,CHEVRON USA INCORPORATED,NM,EDDY,12/20/2021,H,CB MOTHMA 23 14 FEE 10 402H,Patterson 257,OIL,PURPLE SAGE,WOLFCAMP (GAS),"20,094 ft",2021-12-13,30-015-48349,32.2863302 / -104.0641689,1500,2021-05-20,30,15,,
152,Permian - Delaware,COG OPERATING LLC,NM,EDDY,12/20/2021,H,SCOUT STATE COM 605H,H&P 486,GAS,PURPLE SAGE,WOLFCAMP,"24,213 ft",2021-11-30,30-015-46959,32.1642552 / -104.1329722,1500,2020-04-03,30,15,,
153,Permian - Delaware,COG OPERATING LLC,NM,EDDY,12/20/2021,H,SCOUT STATE COM 603H,Scan Quest,GAS,PURPLE SAGE,WOLFCAMP (GAS),"24,852 ft",2021-12-02,30-015-46957,32.1656908 / -104.1270035,1500,2020-04-03,30,15,,
154,Permian - Delaware,COG OPERATING LLC,NM,EDDY,12/20/2021,H,SCOUT STATE COM 602H,Pioneer 84,GAS,PURPLE SAGE,WOLFCAMP (GAS),"24,869 ft",2021-12-05,30-015-46956,32.1656999 / -104.1210694,1500,2020-04-03,30,15,,
155,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,12/20/2021,H,SHAMROCK 34 FED COM 132H,H&P 510,OIL,"OLD MILLMAN RANCH,WINCHESTER","BONE SPRING, BS (ASSOC)","18,906 ft",2021-12-07,30-015-47751,32.6170134 / -104.157257,1500,2020-12-02,30,15,,
156,Permian - Delaware,"COLGATE OPERATING, LLC",NM,EDDY,12/20/2021,H,BLACK DIAMOND 34 FED 133H,Nabors M7506,OIL,PARKWAY,BONE SPRING,"16,804 ft",2021-12-10,30-015-47824,32.6129958 / -104.055281,1150,2020-12-15,30,15,,
157,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,12/20/2021,H,COTTON DRAW UNIT 606H,Cactus 132,OIL,PURPLE SAGE,WOLFCAMP (GAS),"19,253 ft",2021-11-22,30-015-47296,32.19448 / -103.7489177,2000,2020-07-16,30,15,,
158,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,12/20/2021,H,TODD 36-25 STATE FED COM 628H,Nabors M7503,OIL,WC,WOLFCAMP,"22,174 ft",2021-12-05,30-015-47323,32.2541278 / -103.7259463,1150,2020-08-11,30,15,,
159,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,EDDY,12/20/2021,H,COTTON DRAW UNIT 601H,Cactus 129,OIL,PADUCA,BONE SPRING (O),"19,630 ft",2021-11-19,30-015-47299,32.1945397 / -103.7534567,2000,2020-07-17,30,15,,
160,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/20/2021,H,DIRE WOLF 12 FED 733H,H&P 298,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,643 ft",2021-12-11,30-015-47651,32.0525476 / -103.8408236,1500,2020-11-10,30,15,,
161,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/20/2021,H,DIRE WOLF 12 FED 712H,Nabors 1206,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,370 ft",2021-12-01,30-015-47684,32.0532931 / -103.8379492, ,2020-11-16,30,15,,
162,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/20/2021,H,DIRE WOLF 12 FED 729H,Nabors 1210,OIL,PURPLE SAGE,WOLFCAMP (GAS),"18,666 ft",2021-11-18,30-015-47649,32.0544557 / -103.8343729, ,2020-11-10,30,15,,
163,Permian - Delaware,"EOG RESOURCES, INC.",NM,EDDY,12/20/2021,H,GOLDEN GRAHAM 1 STATE COM 702H,H&P 249,OIL,PURPLE SAGE,WOLFCAMP (GAS),"19,813 ft",2021-12-07,30-015-48313,32.0649332 / -104.0433434,1500,2021-05-13,30,15,,
164,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,12/20/2021,H,JOE HOLLINGSWORTH FEE 201H,Patterson 810,GAS,PURPLE SAGE,WOLFCAMP (GAS),"18,433 ft",2021-12-16,30-015-49015,32.3831155 / -104.1004514,1500,2021-10-28,30,15,,
165,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,EDDY,12/20/2021,H,KEN WILSON 14 15 112H,Patterson 256,OIL,MALAGA,BONE SPRING,"17,800 ft",2021-12-13,30-015-48103,32.2197074 / -104.0505553,1500,2021-03-23,30,15,,
166,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,CHICAGO 9/8 W0AD FED COM 1H,Patterson 594,GAS,PURPLE SAGE,WOLFCAMP GAS,"19,636 ft",2021-12-11,30-015-49126,32.2341339 / -104.085187,1500,2021-12-01,30,15,,
167,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,ROCK SPUR 27 W2BO STATE 001H,Patterson 816,GAS,PURPLE SAGE,WOLFCAMP (GAS),"15,238 ft",2021-12-06,30-015-49108,32.195339 / -104.0741761,1500,2021-11-22,30,15,,
168,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,SAN LORENZO 9 W1OB FEE 001H,Patterson 263,GAS,PURPLE SAGE,WOLFCAMP (GAS),"14,295 ft",2021-12-11,30-015-48896,32.1381916 / -104.0923332,1500,2021-09-01,30,15,,
169,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,BOONDOCK 3 W0PA STATE COM 001H,Patterson 245,GAS,PURPLE SAGE,WOLFCAMP (GAS),"14,469 ft",2021-12-05,30-015-48734,32.1525197 / -104.0704897,1500,2021-07-28,30,15,,
170,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,PHOENIX 21/22 B2CA FEDERAL COM 1H,Patterson 260,OIL,SANTO NINO,BONE SPRING,"19,745 ft",2021-12-16,30-015-49161,32.7415004 / -103.9919548,1500,2021-12-14,30,15,,
171,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,HOSS 2/11 B2AP FED COM 1H,Patterson 560,OIL,NORTH SAN LORENZO,BONE SPRING,"18,609 ft",2021-12-16,30-015-48950,32.1656766 / -104.0529875,1500,2021-09-14,30,15,,
172,Permian - Delaware,MEWBOURNE OIL CO,NM,EDDY,12/20/2021,H,PRINCE 31 B2EH FED COM 1H,Patterson 270,OIL,WILLOW LAKE,BONE SPRING,"13,454 ft",2021-12-07,30-015-48710,32.176831 / -104.0312583,1500,2021-07-07,30,15,,
173,,MEWBOURNE OIL COMPANY,,EDDY,12/20/2021,,CHOLULA 12/11 W0PO FED COM 1H,Patterson 574,UNKNOWN, , , ,2021-12-17, ,32.490799 / -104.1345978,1200, ,0,0,,
174,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,12/20/2021,H,OVATION FED COM 1318 235H,Frontier 19,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,997 ft",2021-12-06,30-015-49075,32.3085934 / -104.0518179,1500,2021-10-21,30,15,,
175,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,12/20/2021,H,OVATION FED COM 1318 211H,Frontier 20,GAS,PURPLE SAGE,WOLFCAMP (GAS),"20,186 ft",2021-12-05,30-015-49100,32.3108248 / -104.0507512,2000,2021-11-18,30,15,,
176,Permian - Delaware,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NM,EDDY,12/20/2021,H,ASTRODOG FED COM 0809 231H,Precision 596,GAS,PURPLE SAGE,WOLFCAMP (GAS),"18,698 ft",2021-12-07,30-015-48654,32.3239368 / -104.0120607,1800,2021-07-01,30,15,,
177,Permian - Delaware,OXY USA INCORPORATED,NM,EDDY,12/20/2021,H,PURE GOLD MDP1 29 17 FEDERAL COM 171H,Pioneer 82,OIL,WC-015 G-08 S233135D,WOLFCAMP,"24,207 ft",2021-12-11,30-015-45716,32.2700656 / -103.8053538,1500,2019-02-13,30,15,,
178,Permian - Delaware,SPUR ENERGY PARTNERS LLC,NM,EDDY,12/20/2021,H,WAUKEE 36 STATE COM 11H,AKITA 57,OIL,NORTHEAST RED LAKE,GLORIETA-YESO,"9,277 ft",2021-12-12,30-015-49018,32.7896434 / -104.2218424,1150,2021-10-28,30,15,,
179,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,EDDY,12/20/2021,H,CYPRESS 33 FED COM 246H,H&P 466,GAS,PURPLE SAGE,WOLFCAMP (GAS),"15,916 ft",2021-12-14,30-015-47857,32.2683617 / -103.9850395,1500,2020-12-17,30,15,,
180,Permian - Delaware,"XTO ENERGY, INC.",NM,EDDY,12/20/2021,H,REMUDA SOUTH 25 STATE 706H,Nabors X32,OIL,"FORTY NINER RIDGE BONE SPRING,WEST",BONE SPRING,"17,070 ft",2021-12-16,30-015-48542,32.2766091 / -103.9320371,1500,2021-06-21,30,15,,
181,Permian - Delaware,XTO PERMIAN OPERATING LLC.,NM,EDDY,12/20/2021,H,POKER LAKE UNIT 28-21 BS 107H,H&P 549,GAS,PURPLE SAGE,WOLFCAMP (GAS),"19,820 ft",2021-12-09,30-015-48954,32.1070973 / -103.7771072, ,2021-09-14,30,15,,
182,Permian - Delaware,XTO PERMIAN OPERATING LLC.,NM,EDDY,12/20/2021,H,POKER LAKE UNIT 28-21 BS 104H,H&P 552,GAS,PURPLE SAGE,WOLFCAMP (GAS),"19,777 ft",2021-12-12,30-015-48952,32.1070854 / -103.7846939,1500,2021-09-14,30,15,,
183,Sedgwick,"CHOLLA PRODUCTION, LLC",KS,ELLIS,12/20/2021,V,PENNEY 2-14-15-20,Discovery 4,OIL,POST ROCK NORTH,"LKC, PAWNEE","3,800 ft",2021-12-17,15-051-27016,38.7414106 / -99.5107185,525,2021-12-08,15,51,,
184,Anadarko,MEWBOURNE OIL COMPANY,OK,ELLIS,12/20/2021,H,ELIANA 5/32 NC 1H,Patterson 576,OIL & GAS, ,CHEROKEE,"19,256 ft",2021-11-22,35-045-23846,36.1451642 / -99.8944634,1200,2021-10-11,35,45,,
185,Anadarko,MEWBOURNE OIL COMPANY,OK,ELLIS,12/20/2021,H,MEMPHIS 5/32 PA 1H,Patterson 287,OIL & GAS, ,CHEROKEE,"19,776 ft",2021-12-12,35-045-23845,36.0573746 / -99.7789193,1500,2021-09-16,35,45,,
186,Sedgwick,"CARMEN SCHMITT, INC.",KS,ELLSWORTH,12/20/2021,V,ROLFS #2,Southwind 8,OIL,GREGORY,ARBUCKLE,"3,350 ft",2021-12-14,15-053-21378,38.6181165 / -98.2695562,550,2021-12-01,15,53,,
187,Gulf Coast,"ARENA OFFSHORE, LP",LA,EUGENE IS. OFFSHORE,12/20/2021,D,K008  ,White Fleet 350,OIL & GAS,EI238,C-15 FB-K7, ,2021-12-07,17-709-41304,28.5334121 / -91.4959107, ,2021-12-06,17,709,,
188,Offshore,"ENVEN ENERGY VENTURES, LLC",GOM,EWING BANK,12/20/2021,D,A011  ,Nabors MODS 200,OIL & GAS,LOBSTER/OYSTER,BUL-1, ,2021-11-08,60-810-50050,28.1012345 / -90.2021891,2000,2021-11-08,60,810,,
189,Eagleford,INEOS USA OIL & GAS LLC,TX,FAYETTE,12/20/2021,H,CLIFFHANGER OL UNIT 2H,H&P 511,OIL,GIDDINGS,AUSTIN CHALK-3,"8,300 ft",2021-11-22,42-149-33530,29.9621957 / -97.0363601,1500,2021-10-15,42,149,,
190,Eagleford,INEOS USA OIL & GAS LLC,TX,FAYETTE,12/20/2021,H,LAGRANGE TOWNSITE 2RE,Precision 523,OIL,GIDDINGS,AUSTIN CHALK-3,"14,681 ft",2021-11-21,42-149-32902,29.8956036 / -96.8659492,1200,2021-10-27,42,149,,
191,Eagleford,RAMTEX ENERGY LLC,TX,FAYETTE,12/20/2021,H,CREED 1 1H,Patterson 266,GAS,GIDDINGS,"AUSTIN CHALK, GAS","14,000 ft",2021-12-12,42-149-33533,29.8397591 / -96.7476525,1500,2021-11-10,42,149,,
